"Timestamp","Tvoj trenutni status","Povprečna NETO urna postavka za delo, ki si ga opravil/a preko študentske napotnice.","V zadnjih treh mesecih sem povprečno delal/a na teden","Vrsta zaposlitve","Obseg dela","Povprečna mesečna BRUTO plača v zadnjih treh mesecih.","Primarno tržišče delodajalca","Sedež delodajalca je","Koliko let si že zaposlen/a pri trenutnem delodajalcu?","Opravljaš delo na daljavo (remote work)?","Ali trenutno aktivno iščeš novo zaposlitev?","Imaš odprt še s.p.? (""popoldanski s.p."")","Število različnih naročnikov v zadnjih 6 mesecih","Povprečen mesečni BRUTO prihodek v zadnjih 6ih mesecih","Koliko odstotkov LETNEGA prihodka ti predstavlja največji naročnik?","Primarno tržišče največjega naročnika je ","Sedež največjega naročnika je ","Znam naslednje programske jezike","Največ dela opravim kot...","Koliko let že programiraš?","Koliko let poklicno programiraš?","Identificiram se kot","Starost","Prebivam v..."
"2022/11/03 1:32:46 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","Slovenija","3 - 4 leta","da, a manj kot polni delovni čas","da","ne","","","","","","JavaScript;SQL;Java;C#;Bash","razvijalec/ka namiznih aplikacij","več kot 10 let","9 - 10 let","moški","31-40","podravska regija"
"2022/11/03 1:33:52 PM GMT+1","dijak/študent (delo opravljam prek študentske napotnice)","7,0€ - 7,99€","med 20 - 40 ur","","","","","","","","","","","","","","","JavaScript;HTML/CSS (sass/scss/...)","spletni razvijalec/ka (front-end)","1 - 2 leti","manj kot 1 leto","moški","19-25","savinjska regija"
"2022/11/03 1:34:31 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","1074,44€ - 1499€","Slovenija","Slovenija","manj kot 1 leto","da, za polni delovni čas","da","da","2 - 4","1000€ - 1499€","pod 25 %","Slovenija","Slovenija","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#;Python;TypeScript;Go;Kotlin","DevOps","2 - 3 leta","manj kot 1 leto","moški","19-25","podravska regija"
"2022/11/03 1:36:53 PM GMT+1","redno zaposlen/a","","","pogodba za določen čas","40 ur na teden (polni delovni čas)","1500€ - 1999€","tujina, ZDA","Slovenija","manj kot 1 leto","ne, delodajalec ne omogoča dela na daljavo","ne","ne","","","","","","","drugo","","","moški","31-40","gorenjska regija"
"2022/11/03 1:36:55 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","1500€ - 1999€","Slovenija","Slovenija","1 - 2 leti","da, a manj kot polni delovni čas","ne","ne","","","","","","HTML/CSS (sass/scss/...);SQL;Python;VBA, PLC-programiranje","razvijalec/ka embedded sistemov/aplikacij","2 - 3 leta","1 - 2 leti","moški","26-30","osrednjeslovenska regija"
"2022/11/03 1:38:39 PM GMT+1","dijak/študent (delo opravljam prek študentske napotnice)","9,00€ - 9,99€","med 20 - 40 ur","","","","","","","","","","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;C#","spletni razvijalec/ka (full-stack)","6 - 7 let","3 - 4 leta","moški","19-25","obalno-kraška regija"
"2022/11/03 1:40:10 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","Slovenija","Slovenija","manj kot 1 leto","da, za polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);C#;Dart","razvijalec/ka mobilnih aplikacij (Android)","3 - 4 leta","4 - 5 let","moški","31-40","podravska regija"
"2022/11/03 1:40:31 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","tujina, Evropska unija","Slovenija","manj kot 1 leto","da, a manj kot polni delovni čas","ne","ne","","","","","","Python;C++;Bash","razvijalec/ka namiznih aplikacij","4 - 5 let","3 - 4 leta","moški","26-30","goriška regija"
"2022/11/03 1:42:36 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","Slovenija","Slovenija","1 - 2 leti","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","SQL;C#","sistemski administrator/ka","2 - 3 leta","2 - 3 leta","moški","31-40","savinjska regija"
"2022/11/03 1:44:19 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","Slovenija","Slovenija","6 - 7 let","ne, delodajalec ne omogoča dela na daljavo","da","ne","","","","","","C;Assembly, delphi","razvijalec/ka namiznih aplikacij","6 - 7 let","6 - 7 let","moški","31-40","osrednjeslovenska regija"
"2022/11/03 1:44:20 PM GMT+1","dijak/študent (delo opravljam prek študentske napotnice)","14,00€ - 14,99€","40 ur (polni delovnik)","","","","","","","","","","","","","","","SQL;C#","spletni razvijalec/ka (back-end)","4 - 5 let","1 - 2 leti","moški","19-25","savinjska regija"
"2022/11/03 1:44:45 PM GMT+1","redno zaposlen/a","","","pogodba za določen čas","40 ur na teden (polni delovni čas)","1500€ - 1999€","Slovenija","Slovenija","5 - 6 let","da, a manj kot polni delovni čas","da","ne","","","","","","SQL;Python;Bash;R","drugo","4 - 5 let","2 - 3 leta","moški","31-40","gorenjska regija"
"2022/11/03 1:46:49 PM GMT+1","nezaposlen/a","","","","","","","","","","","","","","","","","HTML/CSS (sass/scss/...);SQL;C#;C++","spletni razvijalec/ka (full-stack)","1 - 2 leti","","moški","19-25","podravska regija"
"2022/11/03 1:51:44 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","tujina, Evropska unija","Slovenija","1 - 2 leti","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","JavaScript;SQL;C#","spletni razvijalec/ka (back-end)","5 - 6 let","4 - 5 let","moški","26-30","osrednjeslovenska regija"
"2022/11/03 1:55:39 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","5500€ - 5999€","tujina, Evropska unija","Slovenija","več kot 10 let","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;SQL;Java;C#;Python;C++;Bash","vodja ekipe (team lead)","več kot 10 let","več kot 10 let","moški","41-50","osrednjeslovenska regija"
"2022/11/03 1:58:04 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","drugo","3500€ - 3999€","tujina, Evropska unija","Slovenija","9 - 10 let","ne, čeprav delodajalec omogoča delo na daljavo","da","ne","","","","","","","produktni/projektni vodja (PM)","","","moški","31-40","osrednjeslovenska regija"
"2022/11/03 2:01:52 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","Slovenija","2 - 3 leta","ne, čeprav delodajalec omogoča delo na daljavo","da","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#;Python;PHP;C++;C","spletni razvijalec/ka (front-end)","več kot 10 let","6 - 7 let","moški","31-40","osrednjeslovenska regija"
"2022/11/03 2:04:22 PM GMT+1","delo opravljam prek s. p.","","","","","","","","","","","","1","4000€ - 4499€","100%","tujina, ZDA","tujina, ZDA","SQL;Java;C#;PHP","spletni razvijalec/ka (back-end)","več kot 10 let","več kot 10 let","moški","41-50","podravska regija"
"2022/11/03 2:04:36 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","1074,43€ (minimalna BRUTO plača)","Slovenija","Slovenija","5 - 6 let","da, a manj kot polni delovni čas","ne","da","1","1000€ - 1499€","55 - 70","Slovenija","Slovenija","JavaScript;HTML/CSS (sass/scss/...);SQL;C#;Python;PHP;C++;C;Bash","spletni razvijalec/ka (full-stack)","več kot 10 let","5 - 6 let","moški","31-40","savinjska regija"
"2022/11/03 2:05:10 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","tujina, Evropska unija","Slovenija","1 - 2 leti","da, za polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;C#;Python;PHP;C++;TypeScript;Bash","spletni razvijalec/ka (front-end)","6 - 7 let","4 - 5 let","ženska","26-30","podravska regija"
"2022/11/03 2:05:42 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","20 ur na teden (polovični delovni čas)","8000€ - 8499€","Slovenija","Slovenija","1 - 2 leti","da, za polni delovni čas","ne","ne","","","","","","Python","spletni razvijalec/ka (back-end)","1 - 2 leti","1 - 2 leti","drugo","19-25","osrednjeslovenska regija"
"2022/11/03 2:06:13 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3500€ - 3999€","tujina, Evropska unija","tujina, Evropska unija","6 - 7 let","da, za polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;TypeScript","spletni razvijalec/ka (full-stack)","7 - 8 let","7 - 8 let","moški","31-40","podravska regija"
"2022/11/03 2:06:29 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","1500€ - 1999€","Slovenija","Slovenija","manj kot 1 leto","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Python;PHP","spletni razvijalec/ka (full-stack)","2 - 3 leta","manj kot 1 leto","moški","19-25","osrednjeslovenska regija"
"2022/11/03 2:07:03 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","4500€ - 4999€","tujina, Evropska unija","tujina, Evropska unija","2 - 3 leta","da, a manj kot polni delovni čas","ne","da","2 - 4","1000€ - 1499€","55 - 70","Slovenija","Slovenija","JavaScript;HTML/CSS (sass/scss/...);SQL;C#","spletni razvijalec/ka (back-end)","več kot 10 let","9 - 10 let","moški","31-40","osrednjeslovenska regija"
"2022/11/03 2:12:26 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","Slovenija","Slovenija","9 - 10 let","da, a manj kot polni delovni čas","ne","da","1","pod 499€","pod 25 %","Slovenija","Slovenija","JavaScript;HTML/CSS (sass/scss/...);SQL;PHP","spletni razvijalec/ka (back-end)","več kot 10 let","9 - 10 let","moški","31-40","primorsko-notranjska regija"
"2022/11/03 2:13:07 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","Slovenija","Slovenija","manj kot 1 leto","da, za polni delovni čas","ne","ne","","","","","","HTML/CSS (sass/scss/...);C#;PHP","spletni razvijalec/ka (back-end)","4 - 5 let","2 - 3 leta","moški","26-30","jugovzhodna regija"
"2022/11/03 2:18:58 PM GMT+1","delo opravljam prek s. p.","","","","","","","","","","","","1","5500€ - 5999€","85 - 99%","tujina, ZDA","tujina, ZDA","JavaScript;HTML/CSS (sass/scss/...);SQL;PHP;Scala","spletni razvijalec/ka (full-stack)","več kot 10 let","več kot 10 let","moški","več kot 50 let","osrednjeslovenska regija"
"2022/11/03 2:19:34 PM GMT+1","dijak/študent (delo opravljam prek študentske napotnice)","9,00€ - 9,99€","med 20 - 40 ur","","","","","","","","","","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;Python;C","spletni razvijalec/ka (front-end)","6 - 7 let","1 - 2 leti","moški","19-25","osrednjeslovenska regija"
"2022/11/03 2:19:57 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","Slovenija","Slovenija","manj kot 1 leto","ne, delodajalec ne omogoča dela na daljavo","ne","ne","","","","","","JavaScript;SQL;Java;C#;PHP","razvijalec/ka embedded sistemov/aplikacij","5 - 6 let","5 - 6 let","ženska","31-40","podravska regija"
"2022/11/03 2:32:53 PM GMT+1","delo opravljam prek s. p.","","","","","","","","","","","","1","7000€ - 7499€","85 - 99%","tujina, ZDA","tujina, ZDA","","spletni razvijalec/ka (back-end)","3 - 4 leta","3 - 4 leta","moški","19-25","osrednjeslovenska regija"
"2022/11/03 2:32:54 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","4500€ - 4999€","tujina, Evropska unija","Slovenija","9 - 10 let","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#;Python;PHP;C++;C","spletni razvijalec/ka (full-stack)","več kot 10 let","več kot 10 let","moški","41-50","osrednjeslovenska regija"
"2022/11/03 2:33:50 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","Slovenija","manj kot 1 leto","da, a manj kot polni delovni čas","ne","da","2 - 4","pod 499€","70 - 84","Slovenija","Slovenija","JavaScript;HTML/CSS (sass/scss/...);SQL;C#;Python;PHP;TypeScript","spletni razvijalec/ka (front-end)","1 - 2 leti","manj kot 1 leto","moški","19-25","osrednjeslovenska regija"
"2022/11/03 2:34:00 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","tujina, Evropska unija","tujina, drugo","1 - 2 leti","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);Python;TypeScript","spletni razvijalec/ka (back-end)","2 - 3 leta","1 - 2 leti","ženska","26-30","podravska regija"
"2022/11/03 2:35:56 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","tujina, Evropska unija","Slovenija","4 - 5 let","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;Bash","sistemski integrator/ka","več kot 10 let","več kot 10 let","moški","31-40","podravska regija"
"2022/11/03 2:39:02 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","20 ur na teden (polovični delovni čas)","2500€ - 2999€","Slovenija","Slovenija","več kot 10 let","da, za polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;C#;PHP;TypeScript","spletni razvijalec/ka (full-stack)","več kot 10 let","več kot 10 let","moški","31-40","podravska regija"
"2022/11/03 2:39:47 PM GMT+1","redno zaposlen/a","","","pogodba za določen čas","40 ur na teden (polni delovni čas)","1500€ - 1999€","Slovenija","Slovenija","manj kot 1 leto","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#;Python;PHP;TypeScript","spletni razvijalec/ka (full-stack)","5 - 6 let","manj kot 1 leto","moški","19-25","savinjska regija"
"2022/11/03 2:41:42 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3500€ - 3999€","tujina, Evropska unija","","manj kot 1 leto","da, a manj kot polni delovni čas","ne","da","1","4000€ - 4499€","70 - 84","Slovenija","Slovenija","JavaScript;HTML/CSS (sass/scss/...);SQL;Python;PHP;TypeScript;Bash;ActionScript :D","spletni razvijalec/ka (full-stack)","več kot 10 let","7 - 8 let","moški","31-40","primorsko-notranjska regija"
"2022/11/03 2:42:22 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","Slovenija","2 - 3 leta","da, za polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#;Python;PHP;Bash","sistemski administrator/ka","9 - 10 let","5 - 6 let","moški","26-30","primorsko-notranjska regija"
"2022/11/03 2:49:29 PM GMT+1","dijak/študent (delo opravljam prek študentske napotnice)","7,0€ - 7,99€","med 20 - 40 ur","","","","","","","","","","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#","spletni razvijalec/ka (full-stack)","9 - 10 let","1 - 2 leti","moški","19-25","goriška regija"
"2022/11/03 2:54:51 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","tujina, ZDA","","1 - 2 leti","da, za polni delovni čas","da","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#;PHP;TypeScript","spletni razvijalec/ka (back-end)","6 - 7 let","2 - 3 leta","ne želim odgovoriti","ne želim odgovoriti","podravska regija"
"2022/11/03 2:56:49 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","Slovenija","5 - 6 let","ne, delodajalec ne omogoča dela na daljavo","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Python","spletni razvijalec/ka (full-stack)","6 - 7 let","5 - 6 let","moški","26-30","obalno-kraška regija"
"2022/11/03 2:57:16 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","1500€ - 1999€","Slovenija","Slovenija","1 - 2 leti","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","HTML/CSS (sass/scss/...);SQL;Python","spletni razvijalec/ka (full-stack)","2 - 3 leta","2 - 3 leta","ženska","19-25","osrednjeslovenska regija"
"2022/11/03 3:01:49 PM GMT+1","dijak/študent (delo opravljam prek študentske napotnice)","10,00€ - 10,99€","40 ur (polni delovnik)","","","","","","","","","","","","","","","JavaScript;HTML/CSS (sass/scss/...);Python;Bash","spletni razvijalec/ka (full-stack)","5 - 6 let","1 - 2 leti","moški","19-25","osrednjeslovenska regija"
"2022/11/03 3:05:20 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","tujina, ZDA","Slovenija","manj kot 1 leto","da, za polni delovni čas","ne","ne","","","","","","Java;Python;C++;Bash","spletni razvijalec/ka (back-end)","7 - 8 let","1 - 2 leti","ženska","26-30","osrednjeslovenska regija"
"2022/11/03 3:08:42 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","Slovenija","1 - 2 leti","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;Python;TypeScript;dart","spletni razvijalec/ka (full-stack)","3 - 4 leta","2 - 3 leta","moški","19-25","gorenjska regija"
"2022/11/03 3:09:48 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","5000€ - 5499€","tujina, ZDA","Slovenija","2 - 3 leta","da, za polni delovni čas","ne","ne","","","","","","JavaScript;SQL;Java;terraform","DevOps","7 - 8 let","6 - 7 let","moški","26-30","zasavska regija"
"2022/11/03 3:12:30 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","5500€ - 5999€","tujina, Evropska unija","tujina, ZDA","več kot 10 let","da, a manj kot polni delovni čas","ne","da","2 - 4","2000€ - 2499€","pod 25 %","Slovenija","Slovenija","JavaScript;HTML/CSS (sass/scss/...);SQL;C#;TypeScript","svetovalec/ka za specifično tehnologijo","več kot 10 let","več kot 10 let","moški","41-50","gorenjska regija"
"2022/11/03 3:19:34 PM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","Slovenija","1 - 2 leti","da, za polni delovni čas","ne","ne","","","","","","HTML/CSS (sass/scss/...);SQL;Python;Go;Bash","razvijalec/ka namiznih aplikacij","3 - 4 leta","2 - 3 leta","moški","26-30","jugovzhodna regija"
"2022/11/03 3:20:17 PM GMT+1","delo opravljam prek s. p.","","","","","","","","","","","","1","3000€ - 3499€","100%","tujina, Evropska unija","tujina, Evropska unija","SQL;C#","administrator/ka podatkovnih sistemov","več kot 10 let","več kot 10 let","moški","41-50","osrednjeslovenska regija"
"2022/11/03 3:24:45 PM GMT+1","dijak/študent (delo opravljam prek študentske napotnice)","8,0€ - 8,99€","med 20 - 40 ur","","","","","","","","","","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;Python;PHP;C++;C;TypeScript","spletni razvijalec/ka (full-stack)","4 - 5 let","1 - 2 leti","moški","19-25","osrednjeslovenska regija"
