"Timestamp","Tvoj trenutni status","Povprečna NETO urna postavka za delo, ki si ga opravil/a preko študentske napotnice.","V zadnjih treh mesecih sem povprečno delal/a na teden","Vrsta zaposlitve","Obseg dela","Povprečna mesečna BRUTO plača v zadnjih treh mesecih.","Primarno tržišče delodajalca","Sedež delodajalca je","Koliko let si že zaposlen/a pri trenutnem delodajalcu?","Opravljaš delo na daljavo (remote work)?","Ali trenutno aktivno iščeš novo zaposlitev?","Imaš odprt še s.p.? (""popoldanski s.p."")","Število različnih naročnikov v zadnjih 6 mesecih","Povprečen mesečni BRUTO prihodek v zadnjih 6ih mesecih","Koliko odstotkov LETNEGA prihodka ti predstavlja največji naročnik?","Primarno tržišče največjega naročnika je ","Sedež največjega naročnika je ","Znam naslednje programske jezike","Največ dela opravim kot...","Koliko let že programiraš?","Koliko let poklicno programiraš?","Identificiram se kot","Starost","Prebivam v..."
"2022/10/18 11:35:13 AM GMT+1","dijak/študent (delo opravljam prek študentske napotnice)","11,00€ - 11,99€","med 20 - 40 ur","","","","","","","","","","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;Python;PHP;C++;TypeScript","spletni razvijalec/ka (front-end)","5 - 6 let","manj kot 1 leto","moški","19-25","podravska regija"
"2022/10/18 11:35:17 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","tujina, Evropska unija","Slovenija","7 - 8 let","da, za polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;Python;C++","spletni razvijalec/ka (back-end)","več kot 10 let","8 - 9 let","moški","26-30","osrednjeslovenska regija"
"2022/10/18 11:35:45 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","1500€ - 1999€","tujina, Evropska unija","Slovenija","1 - 2 leti","da, a manj kot polni delovni čas","ne","ne","","","","","","HTML/CSS (sass/scss/...);SQL;C#","administrator/ka podatkovnih sistemov","1 - 2 leti","1 - 2 leti","moški","26-30","osrednjeslovenska regija"
"2022/10/18 11:36:02 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","Slovenija","Slovenija","manj kot 1 leto","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#;Python;PHP;C++;C;TypeScript","spletni razvijalec/ka (full-stack)","5 - 6 let","1 - 2 leti","moški","19-25","savinjska regija"
"2022/10/18 11:36:33 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","Slovenija","manj kot 1 leto","ne, delodajalec ne omogoča dela na daljavo","ne","ne","","","","","","SQL;PowerScript","razvijalec/ka namiznih aplikacij","5 - 6 let","2 - 3 leta","moški","19-25","jugovzhodna regija"
"2022/10/18 11:37:09 AM GMT+1","delo opravljam prek s. p.","","","","","","","","","","","","2 - 4","3000€ - 3499€","85 - 99%","Slovenija","Slovenija","JavaScript;HTML/CSS (sass/scss/...);SQL;PHP","spletni razvijalec/ka (full-stack)","7 - 8 let","6 - 7 let","moški","31-40","savinjska regija"
"2022/10/18 11:37:26 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","1500€ - 1999€","Slovenija","Slovenija","2 - 3 leta","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;PHP;Swift;Kotlin","spletni razvijalec/ka (full-stack)","8 - 9 let","4 - 5 let","moški","19-25","savinjska regija"
"2022/10/18 11:37:30 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","Slovenija","2 - 3 leta","da, za polni delovni čas","ne","ne","","","","","","Java;Python","razvijalec/ka s statističnim/matematičnim ozadjem","4 - 5 let","2 - 3 leta","ženska","26-30","osrednjeslovenska regija"
"2022/10/18 11:38:01 AM GMT+1","delo opravljam prek s. p.","","","","","","","","","","","","2 - 4","4500€ - 4999€","85 - 99%","tujina, ZDA","tujina, Evropska unija","JavaScript;HTML/CSS (sass/scss/...);TypeScript","spletni razvijalec/ka (front-end)","7 - 8 let","7 - 8 let","moški","26-30","osrednjeslovenska regija"
"2022/10/18 11:38:29 AM GMT+1","redno zaposlen/a","","","pogodba za določen čas","40 ur na teden (polni delovni čas)","3500€ - 3999€","tujina, Evropska unija","Slovenija","več kot 10 let","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","SQL;C#;drugo","sistemski administrator/ka","več kot 10 let","več kot 10 let","moški","31-40","gorenjska regija"
"2022/10/18 11:38:43 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3500€ - 3999€","tujina, Evropska unija","Slovenija","3 - 4 leta","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;C#;TypeScript;Swift","razvijalec/ka iger (gamedev)","4 - 5 let","4 - 5 let","moški","26-30","podravska regija"
"2022/10/18 11:38:47 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","7500€ - 7999€","tujina, drugo","tujina, drugo","manj kot 1 leto","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#;Python;TypeScript;Kotlin;Bash","spletni razvijalec/ka (full-stack)","4 - 5 let","2 - 3 leta","moški","26-30","tujina"
"2022/10/18 11:40:04 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3500€ - 3999€","tujina, drugo","Slovenija","5 - 6 let","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;Python;C++;TypeScript;Kotlin","spletni razvijalec/ka (full-stack)","9 - 10 let","5 - 6 let","moški","26-30","osrednjeslovenska regija"
"2022/10/18 11:40:05 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","tujina, drugo","tujina, drugo","manj kot 1 leto","da, za polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#;Python;TypeScript;Kotlin","spletni razvijalec/ka (full-stack)","6 - 7 let","4 - 5 let","moški","26-30","savinjska regija"
"2022/10/18 11:40:46 AM GMT+1","nezaposlen/a","","","","","","","","","","","","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;TypeScript;Ruby","spletni razvijalec/ka (full-stack)","4 - 5 let","3 - 4 leta","moški","31-40","gorenjska regija"
"2022/10/18 11:40:47 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","4000€ - 4499€","tujina, drugo","Slovenija","5 - 6 let","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;C#","spletni razvijalec/ka (back-end)","več kot 10 let","5 - 6 let","moški","26-30","podravska regija"
"2022/10/18 11:40:47 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","4000€ - 4499€","Slovenija","tujina, Evropska unija","2 - 3 leta","da, a manj kot polni delovni čas","","ne","","","","","","SQL;Python","administrator/ka podatkovnih sistemov","4 - 5 let","4 - 5 let","moški","31-40","gorenjska regija"
"2022/10/18 11:40:57 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","tujina, Evropska unija","Slovenija","1 - 2 leti","da, za polni delovni čas","ne","ne","","","","","","SQL;Java;Python;C++;drugo","razvijalec/ka s statističnim/matematičnim ozadjem","8 - 9 let","2 - 3 leta","ženska","26-30","osrednjeslovenska regija"
"2022/10/18 11:41:19 AM GMT+1","dijak/študent (delo opravljam prek študentske napotnice)","7,0€ - 7,99€","med 20 - 40 ur","","","","","","","","","","","","","","","SQL;Java;Python","spletni razvijalec/ka (back-end)","3 - 4 leta","manj kot 1 leto","moški","19-25","jugovzhodna regija"
"2022/10/18 11:42:00 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","Slovenija","Slovenija","1 - 2 leti","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#;Python;TypeScript","spletni razvijalec/ka (full-stack)","5 - 6 let","3 - 4 leta","moški","19-25","gorenjska regija"
"2022/10/18 11:43:06 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","Slovenija","manj kot 1 leto","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#","spletni razvijalec/ka (full-stack)","9 - 10 let","4 - 5 let","moški","31-40","osrednjeslovenska regija"
"2022/10/18 11:43:44 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","tujina, Evropska unija","Slovenija","manj kot 1 leto","da, a manj kot polni delovni čas","ne","ne","","","","","","Bash","sistemski integrator/ka","manj kot 1 leto","manj kot 1 leto","moški","41-50","osrednjeslovenska regija"
"2022/10/18 11:44:20 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","tujina, Evropska unija","Slovenija","3 - 4 leta","da, za polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;TypeScript","spletni razvijalec/ka (front-end)","5 - 6 let","4 - 5 let","moški","31-40","koroška regija"
"2022/10/18 11:44:39 AM GMT+1","dijak/študent (delo opravljam prek študentske napotnice)","9,00€ - 9,99€","40 ur (polni delovnik)","","","","","","","","","","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;PHP","spletni razvijalec/ka (front-end)","2 - 3 leta","2 - 3 leta","moški","19-25","osrednjeslovenska regija"
"2022/10/18 11:45:11 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","","tujina, Evropska unija","2 - 3 leta","da, a manj kot polni delovni čas","ne","da","0","500€ - 999€","pod 25 %","Slovenija","Slovenija","JavaScript;HTML/CSS (sass/scss/...);SQL;C#;Python;PHP;C++;C;Objective-C;Bash;drugo","razvijalec/ka embedded sistemov/aplikacij","6 - 7 let","4 - 5 let","moški","26-30","osrednjeslovenska regija"
"2022/10/18 11:45:22 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","Slovenija","1 - 2 leti","ne, delodajalec ne omogoča dela na daljavo","da","ne","","","","","","C#;Python","razvijalec/ka namiznih aplikacij","3 - 4 leta","1 - 2 leti","moški","19-25","jugovzhodna regija"
"2022/10/18 11:45:22 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","5000€ - 5499€","Slovenija","Slovenija","7 - 8 let","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Python","vodja ekipe (team lead)","več kot 10 let","več kot 10 let","moški","31-40","osrednjeslovenska regija"
"2022/10/18 11:45:28 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","Slovenija","2 - 3 leta","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","JavaScript;SQL;Java;TypeScript","spletni razvijalec/ka (back-end)","5 - 6 let","3 - 4 leta","ženska","26-30","osrednjeslovenska regija"
"2022/10/18 11:45:40 AM GMT+1","delo opravljam prek s. p.","","","","","","","","","","","","2 - 4","4500€ - 4999€","85 - 99%","tujina, drugo","Slovenija","JavaScript;HTML/CSS (sass/scss/...);SQL;TypeScript;Ruby;Swift","vodja ekipe (team lead)","5 - 6 let","4 - 5 let","moški","26-30","gorenjska regija"
"2022/10/18 11:45:56 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3500€ - 3999€","Slovenija","Slovenija","1 - 2 leti","da, a manj kot polni delovni čas","ne","da","1","3500€ - 3999€","pod 25 %","Slovenija","Slovenija","JavaScript;HTML/CSS (sass/scss/...);Java;TypeScript;Dart","spletni razvijalec/ka (front-end)","5 - 6 let","4 - 5 let","ženska","26-30","podravska regija"
"2022/10/18 11:46:06 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","Slovenija","Slovenija","2 - 3 leta","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);PHP;TypeScript","spletni razvijalec/ka (full-stack)","4 - 5 let","3 - 4 leta","moški","26-30","gorenjska regija"
"2022/10/18 11:46:11 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3500€ - 3999€","Slovenija","Slovenija","manj kot 1 leto","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","JavaScript;Java","vodja ekipe (team lead)","9 - 10 let","8 - 9 let","moški","31-40","osrednjeslovenska regija"
"2022/10/18 11:46:21 AM GMT+1","delo opravljam prek s. p.","","","","","","","","","","","","2 - 4","6000€ - 6499€","85 - 99%","tujina, drugo","tujina, drugo","JavaScript;HTML/CSS (sass/scss/...);SQL;Python;TypeScript","spletni razvijalec/ka (full-stack)","3 - 4 leta","2 - 3 leta","moški","19-25","podravska regija"
"2022/10/18 11:46:26 AM GMT+1","dijak/študent (delo opravljam prek študentske napotnice)","7,0€ - 7,99€","20 ur (polovični delovnik)","","","","","","","","","","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#;Python;PHP;C++;TypeScript;Kotlin","spletni razvijalec/ka (full-stack)","5 - 6 let","3 - 4 leta","moški","19-25","savinjska regija"
"2022/10/18 11:46:32 AM GMT+1","delo opravljam prek s. p.","","","","","","","","","","","","1","4000€ - 4499€","100%","tujina, ZDA","tujina, ZDA","JavaScript;HTML/CSS (sass/scss/...);SQL;C#;PHP;TypeScript","spletni razvijalec/ka (front-end)","7 - 8 let","2 - 3 leta","moški","26-30","podravska regija"
"2022/10/18 11:46:52 AM GMT+1","dijak/študent (delo opravljam prek študentske napotnice)","8,0€ - 8,99€","med 20 - 40 ur","","","","","","","","","","","","","","","JavaScript;HTML/CSS (sass/scss/...);Java;C#;Python;C++;C;TypeScript","razvijalec/ka iger (gamedev)","7 - 8 let","1 - 2 leti","moški","19-25","osrednjeslovenska regija"
"2022/10/18 11:47:28 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","Slovenija","Slovenija","2 - 3 leta","ne, delodajalec ne omogoča dela na daljavo","da","da","1","1000€ - 1499€","100%","Slovenija","Slovenija","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#;TypeScript","vodja razvoja (CTO)","več kot 10 let","8 - 9 let","moški","31-40","savinjska regija"
"2022/10/18 11:47:33 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","1500€ - 1999€","Slovenija","Slovenija","4 - 5 let","da, a manj kot polni delovni čas","ne","da","2 - 4","več kot 10000€","85 - 99%","tujina, drugo","tujina, drugo","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#;Python","drugo","5 - 6 let","4 - 5 let","moški","26-30","tujina"
"2022/10/18 11:47:35 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3500€ - 3999€","tujina, Evropska unija","Slovenija","manj kot 1 leto","da, za polni delovni čas","ne","da","1","pod 499€","100%","Slovenija","Slovenija","JavaScript;HTML/CSS (sass/scss/...);SQL;PHP;Go","spletni razvijalec/ka (back-end)","več kot 10 let","več kot 10 let","moški","31-40","osrednjeslovenska regija"
"2022/10/18 11:48:16 AM GMT+1","redno zaposlen/a","","","pogodba za določen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","Slovenija","1 - 2 leti","da, za polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#;TypeScript","spletni razvijalec/ka (full-stack)","6 - 7 let","2 - 3 leta","moški","19-25","osrednjeslovenska regija"
"2022/10/18 11:48:20 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3500€ - 3999€","tujina, Evropska unija","Slovenija","3 - 4 leta","da, za polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;PHP;TypeScript","spletni razvijalec/ka (front-end)","več kot 10 let","8 - 9 let","moški","31-40","gorenjska regija"
"2022/10/18 11:49:36 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","1500€ - 1999€","Slovenija","Slovenija","1 - 2 leti","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;PHP","sistemski administrator/ka","1 - 2 leti","manj kot 1 leto","moški","19-25","savinjska regija"
"2022/10/18 11:49:50 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","Slovenija","manj kot 1 leto","ne, delodajalec ne omogoča dela na daljavo","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;Python;PHP","spletni razvijalec/ka (front-end)","3 - 4 leta","manj kot 1 leto","moški","19-25","osrednjeslovenska regija"
"2022/10/18 11:50:02 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","Slovenija","Slovenija","več kot 10 let","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;SQL;C#;drugo","spletni razvijalec/ka (full-stack)","več kot 10 let","več kot 10 let","moški","41-50","osrednjeslovenska regija"
"2022/10/18 11:50:54 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","tujina, Evropska unija","tujina, Evropska unija","3 - 4 leta","ne, čeprav delodajalec omogoča delo na daljavo","da","ne","","","","","","HTML/CSS (sass/scss/...);SQL;C#;TypeScript","spletni razvijalec/ka (full-stack)","6 - 7 let","5 - 6 let","moški","31-40","goriška regija"
"2022/10/18 11:51:39 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","1500€ - 1999€","Slovenija","Slovenija","manj kot 1 leto","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;PHP","spletni razvijalec/ka (full-stack)","2 - 3 leta","1 - 2 leti","moški","26-30","osrednjeslovenska regija"
"2022/10/18 11:52:00 AM GMT+1","delo opravljam prek s. p.","","","","","","","","","","","","1","več kot 10000€","100%","tujina, drugo","tujina, drugo","JavaScript;HTML/CSS (sass/scss/...);SQL;C#;Python;TypeScript","DevOps","več kot 10 let","9 - 10 let","moški","31-40","gorenjska regija"
"2022/10/18 11:52:19 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","1500€ - 1999€","Slovenija","Slovenija","4 - 5 let","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","HTML/CSS (sass/scss/...);Python;Ruby;drugo","sistemski administrator/ka","3 - 4 leta","manj kot 1 leto","moški","31-40","primorsko-notranjska regija"
"2022/10/18 11:52:53 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","Slovenija","1 - 2 leti","ne, delodajalec ne omogoča dela na daljavo","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;C#","spletni razvijalec/ka (full-stack)","4 - 5 let","2 - 3 leta","moški","26-30","osrednjeslovenska regija"
"2022/10/18 11:52:53 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","Slovenija","1 - 2 leti","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...)","spletni razvijalec/ka (front-end)","2 - 3 leta","1 - 2 leti","ženska","26-30","gorenjska regija"
"2022/10/18 11:53:29 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","tujina, Evropska unija","Slovenija","manj kot 1 leto","ne, delodajalec ne omogoča dela na daljavo","da","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Python;PHP","spletni razvijalec/ka (back-end)","3 - 4 leta","2 - 3 leta","moški","26-30","gorenjska regija"
"2022/10/18 11:54:02 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3500€ - 3999€","tujina, ZDA","tujina, ZDA","2 - 3 leta","da, za polni delovni čas","ne","ne","","","","","","SQL;Java","spletni razvijalec/ka (back-end)","8 - 9 let","4 - 5 let","moški","26-30","osrednjeslovenska regija"
"2022/10/18 11:54:10 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","tujina, Evropska unija","tujina, Evropska unija","manj kot 1 leto","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);C#;TypeScript","spletni razvijalec/ka (front-end)","9 - 10 let","5 - 6 let","moški","26-30","osrednjeslovenska regija"
"2022/10/18 11:54:38 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","Slovenija","Slovenija","8 - 9 let","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#;Python;PHP;Bash;drugo","spletni razvijalec/ka (full-stack)","več kot 10 let","8 - 9 let","moški","31-40","gorenjska regija"
"2022/10/18 11:54:44 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","tujina, Evropska unija","tujina, ZDA","2 - 3 leta","da, za polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#","spletni razvijalec/ka (back-end)","9 - 10 let","5 - 6 let","moški","26-30","gorenjska regija"
"2022/10/18 11:54:46 AM GMT+1","delo opravljam prek s. p.","","","","","","","","","","","","1","5500€ - 5999€","70 - 84","Slovenija","Slovenija","SQL","produktni/projektni vodja (PM)","","","ženska","31-40","osrednjeslovenska regija"
