Timestamp,Tvoj trenutni status,"Povprečna NETO urna postavka za delo, ki si ga opravil/a preko študentske napotnice.",V zadnjih treh mesecih sem povprečno delal/a na teden,Vrsta zaposlitve,Obseg dela,Povprečna mesečna BRUTO plača v zadnjih treh mesecih.,Tvoja celoletna BRUTO kompenzacija,Primarno tržišče delodajalca,Sedež delodajalca je,Koliko let si že zaposlen/a pri trenutnem delodajalcu?,Opravljaš delo na daljavo (remote work)?,Ali trenutno aktivno iščeš novo zaposlitev?,"Imaš odprt še s.p.? (""popoldanski s.p."")",Število različnih naročnikov v zadnjih 6 mesecih,Povprečen mesečni BRUTO prihodek v zadnjih 6ih mesecih,Koliko odstotkov LETNEGA prihodka ti predstavlja največji naročnik?,Primarno tržišče največjega naročnika je ,Sedež največjega naročnika je ,Znam naslednje programske jezike,Največ dela opravim kot...,Koliko let že programiraš?,Koliko let poklicno programiraš?,Identificiram se kot,Starost,Prebivam v...
10/24/2023 11:13:51,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,30000€ - 34999€,"tujina, drugo",Slovenija,6 - 7 let,"da, za polni delovni čas",ne,da,5 - 9,2000€ - 2499€,25 - 40,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP",spletni razvijalec/ka (front-end),več kot 10 let,6 - 7 let,moški,31-40,podravska regija
10/24/2023 11:14:51,dijak/študent (delo opravljam prek študentske napotnice),"12,00€ - 12,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, TypeScript",spletni razvijalec/ka (front-end),4 - 5 let,1 - 2 leti,moški,19-25,osrednjeslovenska regija
10/24/2023 11:19:39,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),"1203,36€ (minimalna BRUTO plača)",pod 15000€,Slovenija,Slovenija,manj kot 1 leto,"ne, delodajalec ne omogoča dela na daljavo",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, TypeScript",spletni razvijalec/ka (back-end),1 - 2 leti,1 - 2 leti,moški,19-25,podravska regija
10/24/2023 11:28:04,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 15000€,"tujina, ZDA",Slovenija,1 - 2 leti,"ne, delodajalec ne omogoča dela na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, PHP, TypeScript",spletni razvijalec/ka (full-stack),več kot 10 let,5 - 6 let,moški,31-40,podravska regija
10/24/2023 11:28:11,nezaposlen/a,,,,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP, C++, Bash",spletni razvijalec/ka (full-stack),7 - 8 let,5 - 6 let,moški,31-40,pomurska regija
10/24/2023 11:28:21,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,30000€ - 34999€,"tujina, Evropska unija","tujina, drugo",4 - 5 let,"da, za polni delovni čas",da,ne,,,,,,"HTML/CSS (sass/scss/...), SQL, C#, TypeScript",spletni razvijalec/ka (back-end),6 - 7 let,4 - 5 let,moški,31-40,goriška regija
10/24/2023 11:29:52,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,3500€ - 3999€,85 - 99%,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), SQL, PHP, C++, Bash",spletni razvijalec/ka (full-stack),7 - 8 let,5 - 6 let,moški,31-40,pomurska regija
10/24/2023 11:40:21,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,40000€ - 44999€,"tujina, ZDA",Slovenija,manj kot 1 leto,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, C++, TypeScript, Scala",razvijalec/ka namiznih aplikacij,več kot 10 let,8 - 9 let,moški,31-40,podravska regija
10/24/2023 11:52:56,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,20000€ - 24999€,Slovenija,Slovenija,2 - 3 leta,"ne, delodajalec ne omogoča dela na daljavo",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP",spletni razvijalec/ka (full-stack),8 - 9 let,5 - 6 let,moški,19-25,osrednjeslovenska regija
10/24/2023 11:55:56,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 15000€,Slovenija,Slovenija,1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL",drugo,1 - 2 leti,1 - 2 leti,moški,26-30,podravska regija
10/24/2023 11:56:57,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,50000€ - 54999€,"tujina, Evropska unija",Slovenija,3 - 4 leta,"da, za polni delovni čas",da,da,1,pod 499€,pod 25 %,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, TypeScript",vodja ekipe (team lead),7 - 8 let,4 - 5 let,moški,26-30,podravska regija
10/24/2023 12:04:24,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,25000€ - 29999€,Slovenija,Slovenija,3 - 4 leta,"da, za polni delovni čas",ne,da,2 - 4,več kot 10000€,55 - 70,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, TypeScript, Dart / Flutter",spletni razvijalec/ka (full-stack),4 - 5 let,4 - 5 let,moški,19-25,primorsko-notranjska regija
10/24/2023 12:14:27,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,25000€ - 29999€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, SQL, Java, C#",spletni razvijalec/ka (full-stack),4 - 5 let,1 - 2 leti,moški,26-30,osrednjeslovenska regija
10/24/2023 12:25:37,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,45000€ - 49999€,"tujina, Evropska unija",Slovenija,več kot 10 let,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, TypeScript, Swift, Objective-C, Go, Scala, Kotlin, Bash, Rust",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,26-30,osrednjeslovenska regija
10/24/2023 12:26:14,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,40000€ - 44999€,"tujina, Evropska unija",Slovenija,2 - 3 leta,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), C#, Python, Bash",razvijalec/ka embedded sistemov/aplikacij,8 - 9 let,4 - 5 let,moški,26-30,podravska regija
10/24/2023 12:30:11,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,50000€ - 54999€,"tujina, drugo","tujina, Evropska unija",6 - 7 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"Java, Kotlin",razvijalec/ka mobilnih aplikacij (Android),več kot 10 let,6 - 7 let,moški,26-30,savinjska regija
10/24/2023 12:31:36,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,35000€ - 39999€,Slovenija,Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",da,da,2 - 4,več kot 10000€,25 - 40,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, PHP, TypeScript, Kotlin, Rust",spletni razvijalec/ka (full-stack),5 - 6 let,4 - 5 let,moški,31-40,podravska regija
10/24/2023 12:34:17,dijak/študent (delo opravljam prek študentske napotnice),"6,0€ - 6,99€",med 20 - 40 ur,,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, C++, C",sistemski integrator/ka,6 - 7 let,manj kot 1 leto,moški,19-25,savinjska regija
10/24/2023 12:34:46,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,,"tujina, Evropska unija",Slovenija,1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), TypeScript",UI/UX razvijalec/ka,4 - 5 let,1 - 2 leti,moški,26-30,savinjska regija
10/24/2023 12:37:19,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,40000€ - 44999€,Slovenija,Slovenija,več kot 10 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, SQL",produktni/projektni vodja (PM),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/24/2023 12:43:15,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,20000€ - 24999€,Slovenija,Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, C#",spletni razvijalec/ka (back-end),4 - 5 let,1 - 2 leti,ženska,26-30,osrednjeslovenska regija
10/24/2023 12:44:15,delo opravljam prek s. p.,,,,,,,,,,,,,1,več kot 10000€,100%,"tujina, drugo","tujina, drugo","JavaScript, HTML/CSS (sass/scss/...), SQL, C#, TypeScript",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,31-40,gorenjska regija
10/24/2023 12:46:41,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,15001€ - 19999€,Slovenija,Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, PHP",spletni razvijalec/ka (back-end),4 - 5 let,4 - 5 let,ženska,31-40,osrednjeslovenska regija
10/24/2023 12:54:24,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 15000€,"tujina, Evropska unija",Slovenija,6 - 7 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, TypeScript, Bash",spletni razvijalec/ka (front-end),9 - 10 let,6 - 7 let,moški,26-30,jugovzhodna regija
10/24/2023 12:56:02,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),6500€ - 6999€,80000€ - 84999€,"tujina, Evropska unija",Slovenija,5 - 6 let,"da, za polni delovni čas",ne,ne,,,,,,"Python, C++, C",vodja ekipe (team lead),več kot 10 let,več kot 10 let,moški,41-50,osrednjeslovenska regija
10/24/2023 13:02:38,dijak/študent (delo opravljam prek študentske napotnice),"7,0€ - 7,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, C++, Kotlin, Perl",razvijalec/ka namiznih aplikacij,2 - 3 leta,manj kot 1 leto,moški,19-25,podravska regija
10/24/2023 13:03:10,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4500€ - 4999€,65000€ - 69999€,"tujina, Evropska unija",Slovenija,8 - 9 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"HTML/CSS (sass/scss/...), SQL, Python",razvijalec/ka s statističnim/matematičnim ozadjem,8 - 9 let,8 - 9 let,moški,26-30,savinjska regija
10/24/2023 13:23:08,redno zaposlen/a,,,,40 ur na teden (polni delovni čas),3500€ - 3999€,50000€ - 54999€,"tujina, ZDA",Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"Java, C#",razvijalec/ka iger (gamedev),9 - 10 let,8 - 9 let,moški,41-50,osrednjeslovenska regija
10/24/2023 13:24:01,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,50000€ - 54999€,"tujina, ZDA",Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, C++, TypeScript, Go, Bash",spletni razvijalec/ka (back-end),8 - 9 let,3 - 4 leta,moški,26-30,osrednjeslovenska regija
10/24/2023 13:24:07,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,45000€ - 49999€,Slovenija,Slovenija,9 - 10 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/24/2023 13:26:55,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,20000€ - 24999€,Slovenija,Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP, Swift, Kotlin",produktni/projektni vodja (PM),9 - 10 let,5 - 6 let,moški,19-25,savinjska regija
10/24/2023 13:30:36,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,40000€ - 44999€,"tujina, drugo",Slovenija,5 - 6 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,da,1,pod 499€,100%,"tujina, drugo",Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, PHP, TypeScript",spletni razvijalec/ka (front-end),3 - 4 leta,3 - 4 leta,moški,31-40,podravska regija
10/24/2023 13:35:26,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,20000€ - 24999€,Slovenija,Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, TypeScript",spletni razvijalec/ka (full-stack),več kot 10 let,7 - 8 let,moški,31-40,osrednjeslovenska regija
10/24/2023 13:35:31,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,,Slovenija,Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",da,ne,,,,,,"Python, C",razvijalec/ka embedded sistemov/aplikacij,7 - 8 let,4 - 5 let,moški,26-30,osrednjeslovenska regija
10/24/2023 13:36:21,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),7000€ - 7499€,70000€ - 74999€,"tujina, Evropska unija","tujina, Evropska unija",2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, Go, Bash",vodja ekipe (team lead),več kot 10 let,več kot 10 let,moški,26-30,osrednjeslovenska regija
10/24/2023 13:48:52,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 15000€,"tujina, Evropska unija",Slovenija,4 - 5 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"Java, Python",spletni razvijalec/ka (back-end),7 - 8 let,4 - 5 let,moški,26-30,goriška regija
10/24/2023 13:59:36,dijak/študent (delo opravljam prek študentske napotnice),"8,0€ - 8,99€",med 20 - 40 ur,,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, C++, C, TypeScript",spletni razvijalec/ka (front-end),5 - 6 let,1 - 2 leti,moški,19-25,osrednjeslovenska regija
10/24/2023 14:12:42,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,45000€ - 49999€,Slovenija,Slovenija,1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, PHP, Bash, Perl",sistemski integrator/ka,več kot 10 let,več kot 10 let,moški,41-50,osrednjeslovenska regija
10/24/2023 14:22:05,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4500€ - 4999€,55000€ - 59999€,"tujina, ZDA","tujina, ZDA",manj kot 1 leto,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, TypeScript",spletni razvijalec/ka (front-end),4 - 5 let,2 - 3 leta,moški,26-30,tujina
10/24/2023 14:23:48,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,30000€ - 34999€,Slovenija,Slovenija,več kot 10 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,SQL,drugo,1 - 2 leti,manj kot 1 leto,moški,31-40,osrednjeslovenska regija
10/24/2023 14:25:40,dijak/študent (delo opravljam prek študentske napotnice),"10,00€ - 10,99€",manj kot 20 ur,,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), Java, Python, C, Bash",sistemski administrator/ka,7 - 8 let,manj kot 1 leto,moški,26-30,primorsko-notranjska regija
10/24/2023 14:28:38,delo opravljam prek s. p.,,,,,,,,,,,,,1,več kot 10000€,100%,"tujina, ZDA","tujina, ZDA",Python,spletni razvijalec/ka (back-end),več kot 10 let,7 - 8 let,moški,31-40,podravska regija
10/24/2023 14:32:56,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,30000€ - 34999€,"tujina, Evropska unija",Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, TypeScript",spletni razvijalec/ka (front-end),6 - 7 let,3 - 4 leta,moški,19-25,goriška regija
10/24/2023 14:41:07,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,več kot 100000€,"tujina, ZDA",Slovenija,manj kot 1 leto,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, TypeScript, Bash",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,moški,41-50,gorenjska regija
10/24/2023 14:44:36,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),"1203,36€ (minimalna BRUTO plača)",pod 15000€,Slovenija,Slovenija,1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), Java, C#, Python, C++",drugo,4 - 5 let,4 - 5 let,moški,31-40,primorsko-notranjska regija
10/24/2023 14:50:14,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,5000€ - 5499€,70 - 84,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), TypeScript",vodja ekipe (team lead),več kot 10 let,9 - 10 let,moški,31-40,obalno-kraška regija
10/24/2023 14:53:39,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,3000€ - 3499€,70 - 84,"tujina, ZDA","tujina, ZDA","JavaScript, HTML/CSS (sass/scss/...)",drugo,2 - 3 leta,manj kot 1 leto,moški,26-30,ne želim odgovoriti
10/24/2023 15:00:38,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 15000€,"tujina, Evropska unija",Slovenija,manj kot 1 leto,"ne, delodajalec ne omogoča dela na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java",produktni/projektni vodja (PM),več kot 10 let,več kot 10 let,moški,41-50,goriška regija
10/24/2023 15:14:03,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),"1203,37€ - 1499€",pod 15000€,"tujina, Evropska unija",Slovenija,4 - 5 let,"da, a manj kot polni delovni čas",da,ne,,,,,,"Python, C, Rust",razvijalec/ka s statističnim/matematičnim ozadjem,več kot 10 let,4 - 5 let,moški,31-40,osrednjeslovenska regija
10/24/2023 15:16:54,delo opravljam prek s. p.,,,,,,,,,,,,,1,7000€ - 7499€,100%,"tujina, ZDA","tujina, ZDA","SQL, Python",specialist/ka strojnega učenja,več kot 10 let,več kot 10 let,ženska,31-40,osrednjeslovenska regija
10/24/2023 15:23:43,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,25000€ - 29999€,"tujina, Evropska unija","tujina, Evropska unija",1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), PHP, TypeScript",spletni razvijalec/ka (full-stack),2 - 3 leta,1 - 2 leti,moški,19-25,osrednjeslovenska regija
10/24/2023 15:24:22,dijak/študent (delo opravljam prek študentske napotnice),"9,00€ - 9,99€",med 20 - 40 ur,,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, C++, C, TypeScript",spletni razvijalec/ka (front-end),5 - 6 let,1 - 2 leti,moški,19-25,gorenjska regija
10/24/2023 15:46:56,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,35000€ - 39999€,Slovenija,Slovenija,9 - 10 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP",vodja razvoja (CTO),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/24/2023 15:47:58,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,35000€ - 39999€,"tujina, Evropska unija","tujina, Evropska unija",manj kot 1 leto,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), TypeScript",spletni razvijalec/ka (front-end),2 - 3 leta,2 - 3 leta,moški,26-30,koroška regija
10/24/2023 15:57:16,dijak/študent (delo opravljam prek študentske napotnice),"9,00€ - 9,99€",med 20 - 40 ur,,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python, C++, C, TypeScript",spletni razvijalec/ka (full-stack),7 - 8 let,manj kot 1 leto,moški,26-30,pomurska regija
10/24/2023 16:35:20,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,45000€ - 49999€,Slovenija,Slovenija,9 - 10 let,"da, za polni delovni čas",ne,da,2 - 4,več kot 10000€,40 - 55,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, C++, C",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,31-40,pomurska regija
10/24/2023 16:36:19,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 15000€,Slovenija,Slovenija,manj kot 1 leto,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,Java,spletni razvijalec/ka (back-end),7 - 8 let,4 - 5 let,moški,19-25,osrednjeslovenska regija
10/24/2023 16:41:40,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,pod 15000€,Slovenija,Slovenija,5 - 6 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP",spletni razvijalec/ka (back-end),6 - 7 let,5 - 6 let,moški,26-30,osrednjeslovenska regija
10/24/2023 16:42:11,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,65000€ - 69999€,Slovenija,Slovenija,5 - 6 let,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP, TypeScript, Bash",spletni razvijalec/ka (full-stack),več kot 10 let,9 - 10 let,moški,41-50,podravska regija
10/24/2023 16:53:01,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,25000€ - 29999€,Slovenija,Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java",spletni razvijalec/ka (full-stack),6 - 7 let,2 - 3 leta,moški,26-30,ne želim odgovoriti
10/24/2023 17:11:50,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,25000€ - 29999€,Slovenija,Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"HTML/CSS (sass/scss/...), SQL, Java, Python, Bash",DevOps,7 - 8 let,2 - 3 leta,ženska,26-30,goriška regija
10/24/2023 17:27:31,dijak/študent (delo opravljam prek študentske napotnice),"8,0€ - 8,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, TypeScript, Bash",vodja ekipe (team lead),7 - 8 let,3 - 4 leta,moški,19-25,osrednjeslovenska regija
10/24/2023 17:28:52,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,pod 15000€,Slovenija,Slovenija,5 - 6 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP",spletni razvijalec/ka (full-stack),9 - 10 let,5 - 6 let,moški,26-30,posavska regija
10/24/2023 17:34:14,dijak/študent (delo opravljam prek študentske napotnice),"14,00€ - 14,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, TypeScript, Go",spletni razvijalec/ka (full-stack),6 - 7 let,1 - 2 leti,moški,19-25,podravska regija
10/24/2023 17:39:10,delo opravljam prek s. p.,,,,,,,,,,,,,5 - 9,4000€ - 4499€,pod 25 %,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), SQL, PHP",spletni razvijalec/ka (full-stack),6 - 7 let,3 - 4 leta,moški,26-30,osrednjeslovenska regija
10/24/2023 17:42:01,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 15000€,"tujina, Evropska unija",Slovenija,5 - 6 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, PHP, TypeScript, Bash, Rust",spletni razvijalec/ka (back-end),6 - 7 let,5 - 6 let,moški,31-40,podravska regija
10/24/2023 17:42:20,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,40000€ - 44999€,"tujina, Evropska unija",Slovenija,2 - 3 leta,"ne, delodajalec ne omogoča dela na daljavo",ne,ne,,,,,,"JavaScript, SQL, Java, C#, Python, TypeScript",vodja razvoja (CTO),več kot 10 let,več kot 10 let,moški,41-50,osrednjeslovenska regija
10/24/2023 17:53:10,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 15000€,Slovenija,Slovenija,manj kot 1 leto,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, PHP",spletni razvijalec/ka (back-end),8 - 9 let,4 - 5 let,moški,26-30,savinjska regija
10/24/2023 18:15:41,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,20000€ - 24999€,Slovenija,Slovenija,2 - 3 leta,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, PHP",spletni razvijalec/ka (front-end),več kot 10 let,2 - 3 leta,moški,31-40,osrednjeslovenska regija
10/24/2023 18:16:15,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,pod 15000€,Slovenija,Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",da,ne,,,,,,"SQL, Python, PHP, Bash, Perl",DevOps,4 - 5 let,3 - 4 leta,moški,26-30,osrednjeslovenska regija
