Timestamp,Tvoj trenutni status,"Povprečna NETO urna postavka za delo, ki si ga opravil/a preko študentske napotnice.",V zadnjih treh mesecih sem povprečno delal/a na teden,Vrsta zaposlitve,Obseg dela,Povprečna mesečna BRUTO plača v zadnjih treh mesecih.,Tvoja celoletna BRUTO kompenzacija,Primarno tržišče delodajalca,Sedež delodajalca je,Koliko let si že zaposlen/a pri trenutnem delodajalcu?,Opravljaš delo na daljavo (remote work)?,Ali trenutno aktivno iščeš novo zaposlitev?,"Imaš odprt še s.p.? (""popoldanski s.p."")",Število različnih naročnikov v zadnjih 6 mesecih,Povprečen mesečni BRUTO prihodek v zadnjih 6ih mesecih,Koliko odstotkov LETNEGA prihodka ti predstavlja največji naročnik?,Primarno tržišče največjega naročnika je ,Sedež največjega naročnika je ,Znam naslednje programske jezike,Največ dela opravim kot...,Koliko let že programiraš?,Koliko let poklicno programiraš?,Identificiram se kot,Starost,Prebivam v...
10/16/2023 15:08:48,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),6000€ - 6499€,25000€ - 29999€,"tujina, drugo","tujina, Evropska unija",več kot 10 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP, TypeScript",vodja ekipe (team lead),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/16/2023 15:11:16,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,20000€ - 24999€,Slovenija,Slovenija,manj kot 1 leto,"ne, delodajalec ne omogoča dela na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), C#, C++",razvijalec/ka iger (gamedev),manj kot 1 leto,manj kot 1 leto,moški,26-30,obalno-kraška regija
10/16/2023 15:14:00,delo opravljam prek s. p.,,,,,,,,,,,,,1,4000€ - 4499€,85 - 99%,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, TypeScript",spletni razvijalec/ka (front-end),5 - 6 let,1 - 2 leti,moški,19-25,goriška regija
10/16/2023 15:19:05,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,8500€ - 8999€,70 - 84,"tujina, ZDA","tujina, ZDA","JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C, Go, Bash",vodja ekipe (team lead),več kot 10 let,več kot 10 let,moški,41-50,osrednjeslovenska regija
10/16/2023 15:21:11,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,30000€ - 34999€,"tujina, drugo",Slovenija,3 - 4 leta,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, PHP, Bash, Perl",svetovalec/ka za specifično tehnologijo,5 - 6 let,manj kot 1 leto,moški,26-30,osrednjeslovenska regija
10/16/2023 15:21:19,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,30000€ - 34999€,Slovenija,Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP, TypeScript",spletni razvijalec/ka (full-stack),4 - 5 let,1 - 2 leti,moški,19-25,pomurska regija
10/16/2023 15:23:01,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,7000€ - 7499€,70 - 84,"tujina, Evropska unija","tujina, Evropska unija",Java,spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/16/2023 15:24:52,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,45000€ - 49999€,"tujina, drugo","tujina, ZDA",1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, Scala, Kotlin",spletni razvijalec/ka (back-end),8 - 9 let,4 - 5 let,moški,26-30,ne želim odgovoriti
10/16/2023 15:25:28,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,pod 15000€,"tujina, Evropska unija",Slovenija,več kot 10 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"Lad, cfc",vodja ekipe (team lead),več kot 10 let,več kot 10 let,moški,41-50,goriška regija
10/16/2023 15:25:30,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,45000€ - 49999€,"tujina, Evropska unija",Slovenija,5 - 6 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, TypeScript",spletni razvijalec/ka (full-stack),8 - 9 let,5 - 6 let,moški,26-30,osrednjeslovenska regija
10/16/2023 15:25:56,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4500€ - 4999€,55000€ - 59999€,"tujina, Evropska unija","tujina, Evropska unija",manj kot 1 leto,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, SQL, C#, TypeScript, Go",spletni razvijalec/ka (back-end),8 - 9 let,5 - 6 let,moški,26-30,podravska regija
10/16/2023 15:27:14,delo opravljam prek s. p.,,,,,,,,,,,,,1,4500€ - 4999€,85 - 99%,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,31-40,podravska regija
10/16/2023 15:27:35,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,65000€ - 69999€,"tujina, ZDA","tujina, ZDA",7 - 8 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, Java, Python, Bash",spletni razvijalec/ka (back-end),več kot 10 let,7 - 8 let,moški,26-30,savinjska regija
10/16/2023 15:27:44,delo opravljam prek s. p.,,,,,,,,,,,,,10 - 15,5500€ - 5999€,40 - 55,"tujina, ZDA","tujina, ZDA","JavaScript, HTML/CSS (sass/scss/...), SQL, PHP",spletni razvijalec/ka (full-stack),4 - 5 let,4 - 5 let,moški,19-25,pomurska regija
10/16/2023 15:28:01,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,20000€ - 24999€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"Python, C++, C",razvijalec/ka embedded sistemov/aplikacij,3 - 4 leta,1 - 2 leti,moški,26-30,gorenjska regija
10/16/2023 15:29:11,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,35000€ - 39999€,Slovenija,Slovenija,več kot 10 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), Python, PHP, C, Bash",vodja ekipe (team lead),več kot 10 let,več kot 10 let,moški,več kot 50 let,osrednjeslovenska regija
10/16/2023 15:30:52,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,,"tujina, ZDA",Slovenija,manj kot 1 leto,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), PHP, TypeScript",spletni razvijalec/ka (front-end),več kot 10 let,9 - 10 let,moški,31-40,gorenjska regija
10/16/2023 15:31:12,delo opravljam prek s. p.,,,,,,,,,,,,,1,4000€ - 4499€,100%,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), TypeScript",spletni razvijalec/ka (front-end),3 - 4 leta,3 - 4 leta,ženska,26-30,obalno-kraška regija
10/16/2023 15:31:32,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,60000€ - 64999€,Slovenija,Slovenija,4 - 5 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, C++, C, TypeScript",spletni razvijalec/ka (full-stack),več kot 10 let,7 - 8 let,moški,31-40,osrednjeslovenska regija
10/16/2023 15:33:14,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,45000€ - 49999€,"tujina, Evropska unija",Slovenija,5 - 6 let,"da, a manj kot polni delovni čas",ne,da,1,500€ - 999€,100%,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), Python, PHP, C++, C, Bash, VHDL, verilog",razvijalec/ka embedded sistemov/aplikacij,7 - 8 let,5 - 6 let,moški,26-30,gorenjska regija
10/16/2023 15:33:30,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),"1203,37€ - 1499€",pod 15000€,Slovenija,Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java",drugo,4 - 5 let,1 - 2 leti,ženska,19-25,podravska regija
10/16/2023 15:36:29,dijak/študent (delo opravljam prek študentske napotnice),"10,00€ - 10,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, C++, TypeScript, Go, Bash, Rust",vodja razvoja (CTO),6 - 7 let,5 - 6 let,moški,19-25,podravska regija
10/16/2023 15:36:40,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,40000€ - 44999€,Slovenija,Slovenija,več kot 10 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,moški,31-40,primorsko-notranjska regija
10/16/2023 15:39:17,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),6000€ - 6499€,70000€ - 74999€,"tujina, Evropska unija",Slovenija,več kot 10 let,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), Java",vodja ekipe (team lead),več kot 10 let,več kot 10 let,moški,31-40,podravska regija
10/16/2023 15:39:21,dijak/študent (delo opravljam prek študentske napotnice),"8,0€ - 8,99€",med 20 - 40 ur,,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C++, Go",spletni razvijalec/ka (full-stack),3 - 4 leta,manj kot 1 leto,moški,do 18 let,podravska regija
10/16/2023 15:39:46,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 15000€,"tujina, ZDA","tujina, drugo",3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"HTML/CSS (sass/scss/...), SQL, Java, Python, PHP, C++, C, Bash",razvijalec/ka namiznih aplikacij,5 - 6 let,5 - 6 let,moški,26-30,osrednjeslovenska regija
10/16/2023 15:42:00,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,30000€ - 34999€,Slovenija,Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",da,ne,,,,,,JavaScript,drugo,manj kot 1 leto,manj kot 1 leto,ženska,31-40,osrednjeslovenska regija
10/16/2023 15:42:47,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,4000€ - 4499€,70 - 84,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, TypeScript, Kotlin",spletni razvijalec/ka (front-end),8 - 9 let,4 - 5 let,moški,19-25,savinjska regija
10/16/2023 15:43:42,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,50000€ - 54999€,"tujina, ZDA",Slovenija,5 - 6 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python, Delphi",spletni razvijalec/ka (full-stack),9 - 10 let,več kot 10 let,moški,31-40,gorenjska regija
10/16/2023 15:44:53,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,25000€ - 29999€,Slovenija,Slovenija,1 - 2 leti,"ne, delodajalec ne omogoča dela na daljavo",da,da,2 - 4,500€ - 999€,55 - 70,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, PHP",spletni razvijalec/ka (full-stack),9 - 10 let,3 - 4 leta,moški,26-30,goriška regija
10/16/2023 15:47:30,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,,"tujina, ZDA",Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"Java, C#, Python, Go",razvijalec/ka namiznih aplikacij,več kot 10 let,3 - 4 leta,moški,26-30,goriška regija
10/16/2023 15:48:50,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,40000€ - 44999€,Slovenija,"tujina, Evropska unija",2 - 3 leta,"da, za polni delovni čas",da,ne,,,,,,"HTML/CSS (sass/scss/...), Swift, Objective-C",razvijalec/ka mobilnih aplikacij (iOS),5 - 6 let,2 - 3 leta,moški,19-25,posavska regija
10/16/2023 15:49:14,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,30000€ - 34999€,Slovenija,Slovenija,1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), Python, TypeScript, Go",spletni razvijalec/ka (front-end),8 - 9 let,5 - 6 let,moški,19-25,osrednjeslovenska regija
10/16/2023 15:51:09,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,35000€ - 39999€,Slovenija,Slovenija,1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, SQL, Python, TypeScript, Go",spletni razvijalec/ka (back-end),4 - 5 let,3 - 4 leta,moški,19-25,savinjska regija
10/16/2023 15:53:42,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,25000€ - 29999€,Slovenija,Slovenija,manj kot 1 leto,"ne, delodajalec ne omogoča dela na daljavo",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, TypeScript",spletni razvijalec/ka (full-stack),3 - 4 leta,manj kot 1 leto,ženska,19-25,goriška regija
10/16/2023 15:54:01,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,35000€ - 39999€,Slovenija,"tujina, Evropska unija",1 - 2 leti,"da, za polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), Playwright, Cypress, Selenium",drugo,3 - 4 leta,3 - 4 leta,moški,31-40,osrednjeslovenska regija
10/16/2023 15:55:04,dijak/študent (delo opravljam prek študentske napotnice),"20,00 - 20,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, PHP",spletni razvijalec/ka (full-stack),5 - 6 let,3 - 4 leta,moški,19-25,primorsko-notranjska regija
10/16/2023 15:55:22,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,45000€ - 49999€,"tujina, Evropska unija",Slovenija,6 - 7 let,"da, a manj kot polni delovni čas",da,ne,,,,,,Python,specialist/ka strojnega učenja,več kot 10 let,8 - 9 let,moški,26-30,jugovzhodna regija
10/16/2023 15:55:29,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,20000€ - 24999€,Slovenija,Slovenija,3 - 4 leta,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, PHP, C++, C",spletni razvijalec/ka (full-stack),6 - 7 let,3 - 4 leta,moški,26-30,pomurska regija
10/16/2023 15:57:44,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),več kot 10000€,več kot 100000€,"tujina, ZDA","tujina, ZDA",7 - 8 let,"da, za polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, C++, TypeScript",vodja razvoja (CTO),več kot 10 let,več kot 10 let,moški,31-40,gorenjska regija
10/16/2023 15:58:04,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,45000€ - 49999€,"tujina, Evropska unija",Slovenija,manj kot 1 leto,"ne, delodajalec ne omogoča dela na daljavo",ne,ne,,,,,,,produktni/projektni vodja (PM),,,moški,31-40,osrednjeslovenska regija
10/16/2023 15:58:25,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,30000€ - 34999€,Slovenija,Slovenija,3 - 4 leta,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#",spletni razvijalec/ka (back-end),5 - 6 let,3 - 4 leta,ženska,26-30,jugovzhodna regija
10/16/2023 15:59:43,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5500€ - 5999€,85000€ - 89999€,"tujina, drugo",Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,da,0,pod 499€,v zadnjem letu nisem imel/a nobenega naročnika,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, TypeScript, Go",spletni razvijalec/ka (front-end),6 - 7 let,3 - 4 leta,moški,26-30,posavska regija
10/16/2023 16:01:58,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,40000€ - 44999€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP, TypeScript",spletni razvijalec/ka (front-end),4 - 5 let,4 - 5 let,moški,26-30,osrednjeslovenska regija
10/16/2023 16:02:12,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,25000€ - 29999€,Slovenija,Slovenija,2 - 3 leta,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP",spletni razvijalec/ka (back-end),9 - 10 let,8 - 9 let,moški,31-40,osrednjeslovenska regija
10/16/2023 16:02:23,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,30000€ - 34999€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"ne, delodajalec ne omogoča dela na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python, TypeScript, Bash",spletni razvijalec/ka (full-stack),4 - 5 let,1 - 2 leti,moški,19-25,koroška regija
10/16/2023 16:03:06,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,pod 15000€,Slovenija,Slovenija,2 - 3 leta,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"HTML/CSS (sass/scss/...), SQL, Python",razvijalec/ka s statističnim/matematičnim ozadjem,3 - 4 leta,3 - 4 leta,ženska,26-30,osrednjeslovenska regija
10/16/2023 16:03:49,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,70000€ - 74999€,"tujina, Evropska unija",Slovenija,9 - 10 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,Python,vodja ekipe (team lead),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/16/2023 16:05:24,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,35000€ - 39999€,Slovenija,Slovenija,manj kot 1 leto,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python",razvijalec/ka namiznih aplikacij,manj kot 1 leto,manj kot 1 leto,moški,26-30,osrednjeslovenska regija
10/16/2023 16:05:27,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 15000€,Slovenija,Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"Linux, Windows, Cybersecurity",sistemski administrator/ka,1 - 2 leti,manj kot 1 leto,moški,31-40,podravska regija
10/16/2023 16:06:36,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,35000€ - 39999€,Slovenija,Slovenija,več kot 10 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,da,1,pod 499€,100%,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,moški,41-50,osrednjeslovenska regija
10/16/2023 16:08:00,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,15001€ - 19999€,Slovenija,Slovenija,manj kot 1 leto,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, TypeScript",spletni razvijalec/ka (full-stack),1 - 2 leti,1 - 2 leti,moški,26-30,osrednjeslovenska regija
10/16/2023 16:08:18,delo opravljam prek s. p.,,,,,,,,,,,,,1,4000€ - 4499€,100%,"tujina, ZDA","tujina, ZDA","JavaScript, SQL, TypeScript",spletni razvijalec/ka (back-end),8 - 9 let,5 - 6 let,moški,26-30,osrednjeslovenska regija
10/16/2023 16:08:21,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),"1203,37€ - 1499€",15001€ - 19999€,Slovenija,Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",da,da,2 - 4,1000€ - 1499€,100%,Slovenija,Slovenija,"JavaScript, SQL, Java, Python, PHP, Kotlin",sistemski administrator/ka,3 - 4 leta,manj kot 1 leto,moški,19-25,podravska regija
10/16/2023 16:09:27,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 15000€,"tujina, Evropska unija",Slovenija,7 - 8 let,"da, a manj kot polni delovni čas",da,ne,,,,,,"Java, Kotlin",razvijalec/ka mobilnih aplikacij (Android),9 - 10 let,7 - 8 let,moški,31-40,podravska regija
10/16/2023 16:14:56,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,pod 15000€,"tujina, Evropska unija",Slovenija,manj kot 1 leto,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP, C++, C, Kotlin, Rust",spletni razvijalec/ka (back-end),7 - 8 let,4 - 5 let,moški,26-30,primorsko-notranjska regija
10/16/2023 16:16:35,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,35000€ - 39999€,Slovenija,Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, TypeScript",spletni razvijalec/ka (full-stack),9 - 10 let,2 - 3 leta,moški,26-30,obalno-kraška regija
10/16/2023 16:17:49,redno zaposlen/a,,,pogodba za določen čas,drugo,2000€ - 2499€,20000€ - 24999€,Slovenija,Slovenija,1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, TypeScript",spletni razvijalec/ka (back-end),3 - 4 leta,2 - 3 leta,moški,26-30,podravska regija
10/16/2023 16:17:58,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,15001€ - 19999€,Slovenija,Slovenija,manj kot 1 leto,"ne, delodajalec ne omogoča dela na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, TypeScript",spletni razvijalec/ka (full-stack),2 - 3 leta,2 - 3 leta,moški,19-25,savinjska regija
10/16/2023 16:20:11,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,35000€ - 39999€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, C#, Python, PHP, visualBasic",spletni razvijalec/ka (full-stack),več kot 10 let,3 - 4 leta,moški,31-40,koroška regija
