Timestamp,Tvoj trenutni status,"Povprečna NETO urna postavka za delo, ki si ga opravil/a preko študentske napotnice.",V zadnjih treh mesecih sem povprečno delal/a na teden,Vrsta zaposlitve,Obseg dela,Povprečna mesečna BRUTO plača v zadnjih treh mesecih.,"Povprečni celoletni BRUTO dodatki (bonusi, delnice, RSU, drugi dodatki...)",Primarno tržišče delodajalca,Sedež delodajalca je,Koliko let si že zaposlen/a pri trenutnem delodajalcu?,Opravljaš delo na daljavo (remote work)?,Ali trenutno aktivno iščeš novo zaposlitev?,"Imaš odprt še s.p.? (""popoldanski s.p."")",Število različnih naročnikov v zadnjih 6 mesecih,Povprečen mesečni BRUTO prihodek v zadnjih 6ih mesecih,Koliko odstotkov LETNEGA prihodka ti predstavlja največji naročnik?,Primarno tržišče največjega naročnika je ,Sedež največjega naročnika je ,Znam naslednje programske jezike,Največ dela opravim kot...,Koliko let že programiraš?,Koliko let poklicno programiraš?,Identificiram se kot,Starost,Prebivam v...
10/3/2024 16:13:45,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,Slovenija,Slovenija,manj kot 1 leto,"ne, delodajalec ne omogoča dela na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), Python, ",drugo,več kot 10 let,2 - 3 leta,moški,31-40,osrednjeslovenska regija
10/3/2024 16:17:46,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,5000€ - 9999€,"tujina, Evropska unija","tujina, Evropska unija",manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), TypeScript",spletni razvijalec/ka (front-end),3 - 4 leta,3 - 4 leta,moški,31-40,osrednjeslovenska regija
10/3/2024 16:34:19,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,7000€ - 7499€,70 - 84,"tujina, Evropska unija","tujina, Evropska unija","SQL, C#, TypeScript",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,moški,31-40,podravska regija
10/3/2024 16:56:05,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,več kot 10000€,55 - 70,"tujina, Evropska unija","tujina, Evropska unija","SQL, Java, C, Bash, Perl",svetovalec/ka za specifično tehnologijo,več kot 10 let,več kot 10 let,moški,več kot 50 let,osrednjeslovenska regija
10/3/2024 17:34:42,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,50000€ - 54999€,"tujina, drugo","tujina, ZDA",1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, TypeScript, Bash",spletni razvijalec/ka (front-end),več kot 10 let,6 - 7 let,moški,26-30,osrednjeslovenska regija
10/3/2024 17:44:38,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,50000€ - 54999€,Slovenija,Slovenija,4 - 5 let,"da, za polni delovni čas",ne,da,2 - 4,3000€ - 3499€,40 - 55,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, C++, C, TypeScript, Ruby, Bash, Perl, Rust",sistemski administrator/ka,več kot 10 let,3 - 4 leta,moški,41-50,osrednjeslovenska regija
10/3/2024 17:50:03,dijak/študent (delo opravljam prek študentske napotnice),"11,00€ - 11,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, TypeScript",spletni razvijalec/ka (full-stack),8 - 9 let,3 - 4 leta,moški,19-25,savinjska regija
10/3/2024 17:58:32,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,55000€ - 59999€,"tujina, Evropska unija",Slovenija,2 - 3 leta,"da, za polni delovni čas",ne,ne,,,,,,"Java, Python, Go",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,moški,31-40,savinjska regija
10/3/2024 17:58:46,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4500€ - 4999€,5000€ - 9999€,Slovenija,Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, Python",vodja ekipe (team lead),4 - 5 let,4 - 5 let,ženska,31-40,osrednjeslovenska regija
10/3/2024 17:59:04,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,pod 5000€,"tujina, Evropska unija",Slovenija,5 - 6 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, Ruby, Bash",DevOps,6 - 7 let,5 - 6 let,moški,41-50,osrednjeslovenska regija
10/3/2024 18:01:33,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,Slovenija,Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), PHP",spletni razvijalec/ka (front-end),3 - 4 leta,2 - 3 leta,moški,26-30,gorenjska regija
10/3/2024 18:16:13,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4500€ - 4999€,pod 5000€,Slovenija,Slovenija,4 - 5 let,"da, a manj kot polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, Bash",spletni razvijalec/ka (full-stack),6 - 7 let,4 - 5 let,moški,26-30,osrednjeslovenska regija
10/3/2024 18:24:43,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,Slovenija,Slovenija,več kot 10 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP, C, Kotlin, Bash",vodja ekipe (team lead),več kot 10 let,več kot 10 let,moški,več kot 50 let,osrednjeslovenska regija
10/3/2024 19:03:21,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),8500€ - 8999€,pod 5000€,"tujina, Evropska unija","tujina, Evropska unija",8 - 9 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"Bash, Perl, R, Fortran",sistemski administrator/ka,manj kot 1 leto,manj kot 1 leto,moški,41-50,tujina
10/3/2024 19:13:12,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,,Slovenija,Slovenija,8 - 9 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python",spletni razvijalec/ka (full-stack),9 - 10 let,8 - 9 let,moški,31-40,goriška regija
10/3/2024 19:55:45,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,65000€ - 69999€,"tujina, Evropska unija",Slovenija,7 - 8 let,"da, za polni delovni čas",ne,ne,,,,,,"SQL, Java, C#, Python, C, Go",vodja ekipe (team lead),več kot 10 let,več kot 10 let,ne želim odgovoriti,ne želim odgovoriti,osrednjeslovenska regija
10/3/2024 19:56:09,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 5000€,"tujina, ZDA",Slovenija,9 - 10 let,"ne, čeprav delodajalec omogoča delo na daljavo",da,ne,,,,,,HTML/CSS (sass/scss/...),vodja ekipe (team lead),manj kot 1 leto,manj kot 1 leto,moški,31-40,goriška regija
10/3/2024 20:13:34,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,pod 5000€,"tujina, ZDA","tujina, ZDA",manj kot 1 leto,"da, za polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP, TypeScript",drugo,,več kot 10 let,moški,41-50,osrednjeslovenska regija
10/3/2024 20:15:39,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,pod 5000€,"tujina, drugo",Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"HTML/CSS (sass/scss/...), C++",drugo,manj kot 1 leto,manj kot 1 leto,ženska,26-30,gorenjska regija
10/3/2024 20:15:41,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,pod 5000€,"tujina, drugo",Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"HTML/CSS (sass/scss/...), C++",drugo,manj kot 1 leto,manj kot 1 leto,ženska,26-30,gorenjska regija
10/3/2024 20:41:49,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,20000€ - 24999€,Slovenija,Slovenija,5 - 6 let,"ne, čeprav delodajalec omogoča delo na daljavo",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python, PHP",razvijalec/ka namiznih aplikacij,6 - 7 let,3 - 4 leta,moški,31-40,gorenjska regija
10/3/2024 20:47:25,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,25000€ - 29999€,"tujina, Evropska unija",Slovenija,9 - 10 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"Python, C++, C",razvijalec/ka embedded sistemov/aplikacij,več kot 10 let,9 - 10 let,moški,31-40,podravska regija
10/3/2024 21:18:57,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,5000€ - 9999€,Slovenija,Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, Bash",svetovalec/ka za specifično tehnologijo,9 - 10 let,5 - 6 let,moški,26-30,osrednjeslovenska regija
10/3/2024 21:24:42,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),,,,,,,,ne,,,,,,C#,,,,,,
10/3/2024 21:57:36,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,pod 5000€,"tujina, ZDA","tujina, ZDA",1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, Python",drugo,7 - 8 let,5 - 6 let,ženska,26-30,gorenjska regija
10/3/2024 22:20:51,dijak/študent (delo opravljam prek študentske napotnice),"12,00€ - 12,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, C, TypeScript, Kotlin, Bash",razvijalec/ka mobilnih aplikacij (Android),6 - 7 let,3 - 4 leta,moški,19-25,osrednjeslovenska regija
10/3/2024 22:52:06,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,pod 5000€,Slovenija,Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, C++, C, Objective-C, Kotlin",razvijalec/ka namiznih aplikacij,več kot 10 let,2 - 3 leta,moški,19-25,osrednjeslovenska regija
10/3/2024 22:53:07,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,65000€ - 69999€,Slovenija,Slovenija,3 - 4 leta,"da, za polni delovni čas",ne,ne,,,,,,C#,razvijalec/ka embedded sistemov/aplikacij,7 - 8 let,4 - 5 let,moški,31-40,gorenjska regija
10/3/2024 22:57:35,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 5000€,Slovenija,Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, TypeScript",razvijalec/ka namiznih aplikacij,7 - 8 let,1 - 2 leti,moški,26-30,osrednjeslovenska regija
10/3/2024 23:16:17,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),7000€ - 7499€,5000€ - 9999€,"tujina, Evropska unija",Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, C++, C, TypeScript",vodja ekipe (team lead),več kot 10 let,8 - 9 let,moški,31-40,osrednjeslovenska regija
10/3/2024 23:17:30,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),7500€ - 7999€,20000€ - 24999€,"tujina, drugo","tujina, Evropska unija",6 - 7 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, Java, Bash, smalltalk",razvijalec/ka namiznih aplikacij,več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/3/2024 23:33:03,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,5000€ - 9999€,Slovenija,"tujina, drugo",3 - 4 leta,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"SQL, Java, Python",spletni razvijalec/ka (back-end),več kot 10 let,3 - 4 leta,moški,26-30,osrednjeslovenska regija
10/3/2024 23:40:43,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,3500€ - 3999€,70 - 84,Slovenija,Slovenija,"HTML/CSS (sass/scss/...), SQL, Python, TypeScript",UI/UX razvijalec/ka,4 - 5 let,1 - 2 leti,ženska,19-25,osrednjeslovenska regija
10/4/2024 0:17:17,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),"1253,91€ - 1499€",pod 5000€,Slovenija,Slovenija,7 - 8 let,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, PHP, C++, C, Objective-C",spletni razvijalec/ka (full-stack),7 - 8 let,7 - 8 let,moški,41-50,osrednjeslovenska regija
10/4/2024 0:19:48,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 5000€,"tujina, ZDA","tujina, ZDA",2 - 3 leta,"da, a manj kot polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, TypeScript, Swift",spletni razvijalec/ka (back-end),8 - 9 let,2 - 3 leta,moški,19-25,osrednjeslovenska regija
10/4/2024 0:30:12,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4500€ - 4999€,5000€ - 9999€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, TypeScript, Kotlin, Bash",spletni razvijalec/ka (back-end),8 - 9 let,5 - 6 let,moški,31-40,osrednjeslovenska regija
10/4/2024 0:58:52,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,10000€ - 14999€,Slovenija,Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, SQL, Python, Vba",drugo,2 - 3 leta,2 - 3 leta,moški,26-30,osrednjeslovenska regija
10/4/2024 1:48:53,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,pod 5000€,Slovenija,Slovenija,2 - 3 leta,"ne, čeprav delodajalec omogoča delo na daljavo",ne,da,1,pod 499€,100%,Slovenija,Slovenija,"HTML/CSS (sass/scss/...), SQL, Java, TypeScript",spletni razvijalec/ka (full-stack),3 - 4 leta,2 - 3 leta,moški,26-30,osrednjeslovenska regija
10/4/2024 6:54:04,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,5000€ - 9999€,Slovenija,Slovenija,manj kot 1 leto,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"HTML/CSS (sass/scss/...), SQL, Python, Scala, Bash",specialist/ka strojnega učenja,5 - 6 let,5 - 6 let,moški,31-40,osrednjeslovenska regija
10/4/2024 7:16:25,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,Slovenija,Slovenija,5 - 6 let,"da, a manj kot polni delovni čas",da,ne,,,,,,Bash,sistemski integrator/ka,manj kot 1 leto,več kot 10 let,moški,31-40,gorenjska regija
10/4/2024 7:51:07,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4500€ - 4999€,pod 5000€,"tujina, Evropska unija","tujina, Evropska unija",2 - 3 leta,"da, za polni delovni čas",ne,da,1,1000€ - 1499€,100%,"tujina, ZDA","tujina, ZDA","JavaScript, HTML/CSS (sass/scss/...), Python, Apex",svetovalec/ka za specifično tehnologijo,več kot 10 let,7 - 8 let,moški,26-30,osrednjeslovenska regija
10/4/2024 7:59:51,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,pod 5000€,"tujina, Evropska unija",Slovenija,8 - 9 let,"da, za polni delovni čas",ne,ne,,,,,,"HTML/CSS (sass/scss/...), SQL, Java, Kotlin",razvijalec/ka mobilnih aplikacij (Android),več kot 10 let,9 - 10 let,moški,31-40,osrednjeslovenska regija
10/4/2024 8:40:26,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,pod 5000€,Slovenija,Slovenija,7 - 8 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,HTML/CSS (sass/scss/...),administrator/ka podatkovnih sistemov,manj kot 1 leto,manj kot 1 leto,moški,31-40,gorenjska regija
10/4/2024 8:41:33,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4500€ - 4999€,pod 5000€,"tujina, Evropska unija",Slovenija,2 - 3 leta,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java",spletni razvijalec/ka (full-stack),več kot 10 let,5 - 6 let,moški,26-30,pomurska regija
10/4/2024 9:05:50,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 5000€,"tujina, ZDA","tujina, ZDA",3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"Python, Bash",drugo,4 - 5 let,3 - 4 leta,moški,31-40,gorenjska regija
10/4/2024 9:33:03,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,"tujina, Evropska unija",Slovenija,2 - 3 leta,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"Python, C++, C, Bash",sistemski integrator/ka,4 - 5 let,2 - 3 leta,moški,26-30,osrednjeslovenska regija
10/4/2024 9:35:07,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),več kot 10000€,več kot 100000€,"tujina, ZDA","tujina, ZDA",7 - 8 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"HTML/CSS (sass/scss/...), Python, C++",drugo,več kot 10 let,več kot 10 let,moški,31-40,tujina
10/4/2024 9:54:34,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,5000€ - 9999€,"tujina, Evropska unija","tujina, Evropska unija",1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, Python, Go, Bash",DevOps,7 - 8 let,3 - 4 leta,moški,31-40,gorenjska regija
10/4/2024 9:57:03,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,pod 5000€,"tujina, Evropska unija","tujina, Evropska unija",8 - 9 let,"da, za polni delovni čas",ne,ne,,,,,,"SQL, Java",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,31-40,podravska regija
10/4/2024 10:03:05,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,45000€ - 49999€,"tujina, Evropska unija",Slovenija,manj kot 1 leto,"da, za polni delovni čas",ne,ne,,,,,,"HTML/CSS (sass/scss/...), SQL, Java, C#, Python, C++",drugo,več kot 10 let,več kot 10 let,moški,41-50,zasavska regija
10/4/2024 10:31:52,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,pod 5000€,Slovenija,Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",ne,da,2 - 4,2500€ - 2999€,85 - 99%,"tujina, Evropska unija",Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python",spletni razvijalec/ka (full-stack),8 - 9 let,6 - 7 let,moški,26-30,savinjska regija
10/4/2024 10:52:39,delo opravljam prek s. p.,,,,,,,,,,,,,5 - 9,3000€ - 3499€,70 - 84,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, PHP",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,moški,41-50,savinjska regija
10/4/2024 12:18:39,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,2000€ - 2499€,70 - 84,Slovenija,Slovenija,"SQL, Python",razvijalec/ka s statističnim/matematičnim ozadjem,3 - 4 leta,1 - 2 leti,moški,26-30,osrednjeslovenska regija
10/4/2024 13:35:36,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,"tujina, drugo",Slovenija,5 - 6 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, C, TypeScript, Ruby, Scala, Bash",spletni razvijalec/ka (full-stack),7 - 8 let,5 - 6 let,moški,31-40,primorsko-notranjska regija
10/4/2024 14:02:36,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,10000€ - 14999€,Slovenija,Slovenija,7 - 8 let,"da, a manj kot polni delovni čas",da,ne,,,,,,"SQL, Python, Bash, R",specialist/ka strojnega učenja,več kot 10 let,več kot 10 let,moški,41-50,osrednjeslovenska regija
10/4/2024 14:21:21,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5500€ - 5999€,5000€ - 9999€,Slovenija,Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",ne,da,1,1500€ - 1999€,100%,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, TypeScript",spletni razvijalec/ka (front-end),več kot 10 let,5 - 6 let,moški,26-30,osrednjeslovenska regija
10/4/2024 15:08:17,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 5000€,"tujina, Evropska unija",Slovenija,5 - 6 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"SQL, Java",spletni razvijalec/ka (back-end),6 - 7 let,5 - 6 let,moški,26-30,osrednjeslovenska regija
10/4/2024 15:12:15,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 5000€,"tujina, ZDA","tujina, ZDA",2 - 3 leta,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"SQL, Java, Python, Scala",spletni razvijalec/ka (back-end),3 - 4 leta,2 - 3 leta,moški,19-25,osrednjeslovenska regija
10/4/2024 15:39:19,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 5000€,"tujina, Evropska unija","tujina, Evropska unija",5 - 6 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), TypeScript",spletni razvijalec/ka (full-stack),5 - 6 let,1 - 2 leti,moški,19-25,pomurska regija
10/4/2024 16:50:43,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, Java, C#, Python, Bash",DevOps,6 - 7 let,4 - 5 let,moški,26-30,osrednjeslovenska regija
10/4/2024 16:55:09,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4500€ - 4999€,pod 5000€,"tujina, Evropska unija","tujina, Evropska unija",manj kot 1 leto,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, TypeScript",spletni razvijalec/ka (back-end),9 - 10 let,8 - 9 let,moški,31-40,goriška regija
10/4/2024 17:46:34,delo opravljam prek s. p.,,,,,,,,,,,,,1,2500€ - 2999€,70 - 84,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python, TypeScript, Kotlin, Bash",spletni razvijalec/ka (back-end),več kot 10 let,8 - 9 let,moški,26-30,osrednjeslovenska regija
