Timestamp,Tvoj trenutni status,"Povprečna NETO urna postavka za delo, ki si ga opravil/a preko študentske napotnice.",V zadnjih treh mesecih sem povprečno delal/a na teden,Vrsta zaposlitve,Obseg dela,Povprečna mesečna BRUTO plača v zadnjih treh mesecih.,"Povprečni celoletni BRUTO dodatki (bonusi, delnice, RSU, drugi dodatki...)",Primarno tržišče delodajalca,Sedež delodajalca je,Koliko let si že zaposlen/a pri trenutnem delodajalcu?,Opravljaš delo na daljavo (remote work)?,Ali trenutno aktivno iščeš novo zaposlitev?,"Imaš odprt še s.p.? (""popoldanski s.p."")",Število različnih naročnikov v zadnjih 6 mesecih,Povprečen mesečni BRUTO prihodek v zadnjih 6ih mesecih,Koliko odstotkov LETNEGA prihodka ti predstavlja največji naročnik?,Primarno tržišče največjega naročnika je ,Sedež največjega naročnika je ,Znam naslednje programske jezike,Največ dela opravim kot...,Koliko let že programiraš?,Koliko let poklicno programiraš?,Identificiram se kot,Starost,Prebivam v...
10/2/2024 21:51:04,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,pod 5000€,"tujina, drugo","tujina, drugo",2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,,produktni/projektni vodja (PM),,,moški,41-50,podravska regija
10/2/2024 21:54:27,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,5000€ - 9999€,"tujina, ZDA",Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, TypeScript",spletni razvijalec/ka (back-end),več kot 10 let,4 - 5 let,moški,26-30,goriška regija
10/2/2024 21:58:01,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,"tujina, Evropska unija","tujina, Evropska unija",9 - 10 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,,drugo,,,moški,31-40,osrednjeslovenska regija
10/2/2024 21:59:20,dijak/študent (delo opravljam prek študentske napotnice),"11,00€ - 11,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, C++, C, TypeScript, Go, Kotlin, Bash, Rust",spletni razvijalec/ka (back-end),5 - 6 let,4 - 5 let,moški,19-25,osrednjeslovenska regija
10/2/2024 22:05:12,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),več kot 10000€,več kot 100000€,"tujina, drugo","tujina, ZDA",manj kot 1 leto,"ne, delodajalec ne omogoča dela na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, C++, TypeScript",vodja ekipe (team lead),več kot 10 let,več kot 10 let,moški,31-40,tujina
10/2/2024 22:09:07,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),7500€ - 7999€,20000€ - 24999€,"tujina, drugo","tujina, Evropska unija",8 - 9 let,"da, a manj kot polni delovni čas",da,ne,,,,,,"SQL, Java, Python, C++, C, Kotlin, Bash",vodja ekipe (team lead),več kot 10 let,več kot 10 let,moški,41-50,osrednjeslovenska regija
10/2/2024 22:17:59,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,pod 5000€,Slovenija,Slovenija,5 - 6 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Swift, Objective-C",vodja ekipe (team lead),več kot 10 let,5 - 6 let,ženska,31-40,osrednjeslovenska regija
10/2/2024 22:21:11,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,,"tujina, Evropska unija","tujina, drugo",manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python",spletni razvijalec/ka (back-end),6 - 7 let,4 - 5 let,moški,26-30,savinjska regija
10/2/2024 22:23:33,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,pod 5000€,"tujina, drugo","tujina, ZDA",2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"Java, Go",spletni razvijalec/ka (back-end),6 - 7 let,6 - 7 let,moški,19-25,ne želim odgovoriti
10/2/2024 22:25:22,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 5000€,Slovenija,Slovenija,5 - 6 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP, TypeScript, Go",spletni razvijalec/ka (back-end),5 - 6 let,5 - 6 let,moški,31-40,gorenjska regija
10/2/2024 22:28:13,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5500€ - 5999€,pod 5000€,"tujina, ZDA",Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, Ruby",vodja ekipe (team lead),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/2/2024 22:35:10,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,30000€ - 34999€,"tujina, Evropska unija",Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP",spletni razvijalec/ka (back-end),2 - 3 leta,1 - 2 leti,moški,26-30,osrednjeslovenska regija
10/2/2024 22:38:47,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,pod 5000€,"tujina, Evropska unija",Slovenija,7 - 8 let,"da, za polni delovni čas",ne,ne,,,,,,"HTML/CSS (sass/scss/...), SQL, PHP",spletni razvijalec/ka (back-end),več kot 10 let,9 - 10 let,moški,31-40,podravska regija
10/2/2024 23:19:17,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,5000€ - 9999€,"tujina, ZDA","tujina, Evropska unija",1 - 2 leti,"ne, delodajalec ne omogoča dela na daljavo",ne,ne,,,,,,"SQL, Python",razvijalec/ka s statističnim/matematičnim ozadjem,7 - 8 let,3 - 4 leta,moški,26-30,osrednjeslovenska regija
10/2/2024 23:23:32,redno zaposlen/a,,,,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,"tujina, Evropska unija",Slovenija,4 - 5 let,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, TypeScript",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,31-40,primorsko-notranjska regija
10/2/2024 23:43:42,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,5000€ - 9999€,"tujina, Evropska unija",Slovenija,manj kot 1 leto,"ne, delodajalec ne omogoča dela na daljavo",ne,ne,,,,,,"Python, C++, C",razvijalec/ka namiznih aplikacij,4 - 5 let,1 - 2 leti,moški,19-25,osrednjeslovenska regija
10/2/2024 23:44:49,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,"tujina, Evropska unija",Slovenija,4 - 5 let,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, C++, TypeScript",spletni razvijalec/ka (full-stack),7 - 8 let,4 - 5 let,moški,26-30,podravska regija
10/3/2024 0:02:49,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 5000€,"tujina, drugo","tujina, drugo",1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, TypeScript, Bash",spletni razvijalec/ka (back-end),5 - 6 let,3 - 4 leta,moški,19-25,podravska regija
10/3/2024 0:08:50,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,7500€ - 7999€,70 - 84,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP, TypeScript, Bash, Rust",vodja razvoja (CTO),več kot 10 let,več kot 10 let,moški,31-40,jugovzhodna regija
10/3/2024 0:29:13,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,7000€ - 7499€,55 - 70,"tujina, Evropska unija","tujina, drugo","JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, PHP, C, Objective-C, Go, Kotlin, Bash",razvijalec/ka mobilnih aplikacij (Android),več kot 10 let,več kot 10 let,moški,več kot 50 let,osrednjeslovenska regija
10/3/2024 0:36:54,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,"tujina, drugo",Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, C++, C, TypeScript",specialist/ka strojnega učenja,več kot 10 let,3 - 4 leta,moški,26-30,osrednjeslovenska regija
10/3/2024 0:41:26,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,Slovenija,Slovenija,manj kot 1 leto,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, Bash",specialist/ka strojnega učenja,6 - 7 let,4 - 5 let,ne želim odgovoriti,26-30,osrednjeslovenska regija
10/3/2024 6:01:03,delo opravljam prek s. p.,,,,,,,,,,,,,1,4500€ - 4999€,70 - 84,"tujina, ZDA","tujina, ZDA","JavaScript, Java, C#, Python, C++, Swift, Objective-C",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,31-40,gorenjska regija
10/3/2024 6:14:51,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,30000€ - 34999€,"tujina, Evropska unija","tujina, drugo",1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, PHP, C++, C",DevOps,5 - 6 let,1 - 2 leti,moški,19-25,osrednjeslovenska regija
10/3/2024 7:17:50,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,5000€ - 9999€,"tujina, ZDA",Slovenija,2 - 3 leta,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python, TypeScript, Bash",spletni razvijalec/ka (front-end),5 - 6 let,3 - 4 leta,moški,19-25,osrednjeslovenska regija
10/3/2024 7:25:22,delo opravljam prek s. p.,,,,,,,,,,,,,1,več kot 10000€,100%,"tujina, ZDA","tujina, ZDA",Rust,vodja razvoja (CTO),7 - 8 let,6 - 7 let,moški,26-30,osrednjeslovenska regija
10/3/2024 7:30:28,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,"tujina, drugo","tujina, Evropska unija",2 - 3 leta,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,C#,produktni/projektni vodja (PM),več kot 10 let,4 - 5 let,moški,31-40,osrednjeslovenska regija
10/3/2024 7:45:02,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),7000€ - 7499€,15000€ - 19999€,"tujina, ZDA",Slovenija,7 - 8 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, Java, Python, Go",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,moški,31-40,gorenjska regija
10/3/2024 7:48:34,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,več kot 10000€,70 - 84,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP, TypeScript, Bash",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,31-40,pomurska regija
10/3/2024 7:53:15,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 5000€,Slovenija,Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java",spletni razvijalec/ka (front-end),5 - 6 let,2 - 3 leta,moški,19-25,savinjska regija
10/3/2024 8:00:46,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),6000€ - 6499€,pod 5000€,"tujina, ZDA","tujina, Evropska unija",6 - 7 let,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP, TypeScript",spletni razvijalec/ka (back-end),več kot 10 let,9 - 10 let,moški,31-40,osrednjeslovenska regija
10/3/2024 8:10:11,dijak/študent (delo opravljam prek študentske napotnice),"10,00€ - 10,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"HTML/CSS (sass/scss/...), SQL, Java, TypeScript",spletni razvijalec/ka (full-stack),3 - 4 leta,2 - 3 leta,ženska,19-25,osrednjeslovenska regija
10/3/2024 8:22:32,delo opravljam prek s. p.,,,,,,,,,,,,,5 - 9,2500€ - 2999€,pod 25 %,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), PHP",spletni razvijalec/ka (back-end),5 - 6 let,4 - 5 let,moški,31-40,osrednjeslovenska regija
10/3/2024 8:25:33,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4500€ - 4999€,pod 5000€,"tujina, Evropska unija",Slovenija,več kot 10 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,PLC programiranje,drugo,več kot 10 let,več kot 10 let,moški,41-50,goriška regija
10/3/2024 8:47:20,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,pod 5000€,"tujina, drugo","tujina, ZDA",1 - 2 leti,"da, a manj kot polni delovni čas",da,ne,,,,,,,specialist/ka strojnega učenja,več kot 10 let,9 - 10 let,moški,31-40,osrednjeslovenska regija
10/3/2024 8:48:04,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 5000€,Slovenija,Slovenija,8 - 9 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,SQL,produktni/projektni vodja (PM),manj kot 1 leto,manj kot 1 leto,ženska,31-40,osrednjeslovenska regija
10/3/2024 8:48:32,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 5000€,Slovenija,Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Vue.js",spletni razvijalec/ka (full-stack),5 - 6 let,2 - 3 leta,moški,26-30,obalno-kraška regija
10/3/2024 9:05:09,delo opravljam prek s. p.,,,,,,,,,,,,,1,7500€ - 7999€,85 - 99%,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), SQL, C#, PHP, TypeScript",spletni razvijalec/ka (full-stack),več kot 10 let,9 - 10 let,moški,31-40,osrednjeslovenska regija
10/3/2024 9:08:18,dijak/študent (delo opravljam prek študentske napotnice),"8,0€ - 8,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python, TypeScript",spletni razvijalec/ka (full-stack),5 - 6 let,4 - 5 let,moški,26-30,obalno-kraška regija
10/3/2024 9:20:04,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,5000€ - 9999€,"tujina, Evropska unija",Slovenija,2 - 3 leta,"da, za polni delovni čas",ne,da,2 - 4,1000€ - 1499€,70 - 84,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, TypeScript",drugo,4 - 5 let,4 - 5 let,moški,31-40,osrednjeslovenska regija
10/3/2024 9:24:05,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,pod 5000€,Slovenija,Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP",spletni razvijalec/ka (back-end),manj kot 1 leto,manj kot 1 leto,drugo,26-30,koroška regija
10/3/2024 9:44:58,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,7000€ - 7499€,55 - 70,"tujina, Evropska unija","tujina, Evropska unija","Java, Kotlin",razvijalec/ka mobilnih aplikacij (Android),8 - 9 let,4 - 5 let,moški,19-25,osrednjeslovenska regija
10/3/2024 10:07:41,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,pod 5000€,"tujina, Evropska unija",Slovenija,3 - 4 leta,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...)",spletni razvijalec/ka (full-stack),4 - 5 let,3 - 4 leta,moški,41-50,osrednjeslovenska regija
10/3/2024 10:11:24,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4500€ - 4999€,10000€ - 14999€,"tujina, ZDA","tujina, Evropska unija",1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,"Python, Go, Bash",DevOps,več kot 10 let,5 - 6 let,moški,26-30,gorenjska regija
10/3/2024 10:12:26,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,5000€ - 9999€,"tujina, ZDA","tujina, ZDA",1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C++, C, TypeScript",razvijalec/ka embedded sistemov/aplikacij,več kot 10 let,8 - 9 let,moški,31-40,gorenjska regija
10/3/2024 10:20:26,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,7500€ - 7999€,70 - 84,"tujina, ZDA","tujina, ZDA","Java, C#, C, Swift, Objective-C",razvijalec/ka namiznih aplikacij,8 - 9 let,8 - 9 let,moški,31-40,osrednjeslovenska regija
10/3/2024 10:32:58,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,Slovenija,Slovenija,5 - 6 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"Java, Python, C, Go, Kotlin, Bash",DevOps,6 - 7 let,5 - 6 let,moški,26-30,jugovzhodna regija
10/3/2024 10:46:39,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,Slovenija,Slovenija,6 - 7 let,"ne, delodajalec ne omogoča dela na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python",spletni razvijalec/ka (full-stack),več kot 10 let,7 - 8 let,moški,31-40,osrednjeslovenska regija
10/3/2024 11:05:02,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,pod 5000€,"tujina, Evropska unija",Slovenija,manj kot 1 leto,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), C#, TypeScript",spletni razvijalec/ka (full-stack),2 - 3 leta,manj kot 1 leto,moški,31-40,pomurska regija
10/3/2024 11:16:50,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,7500€ - 7999€,85 - 99%,"tujina, ZDA","tujina, ZDA","SQL, Ruby, Scala, Bash",administrator/ka podatkovnih sistemov,7 - 8 let,8 - 9 let,ne želim odgovoriti,26-30,osrednjeslovenska regija
10/3/2024 11:19:02,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 5000€,Slovenija,Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, C++, TypeScript, Bash",spletni razvijalec/ka (back-end),3 - 4 leta,1 - 2 leti,ženska,26-30,osrednjeslovenska regija
10/3/2024 11:26:29,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),6000€ - 6499€,pod 5000€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,da,2 - 4,1000€ - 1499€,70 - 84,"tujina, Evropska unija",Slovenija,"C++, Swift",spletni razvijalec/ka (back-end),več kot 10 let,8 - 9 let,moški,31-40,podravska regija
10/3/2024 11:51:47,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,5500€ - 5999€,85 - 99%,"tujina, drugo","tujina, drugo","JavaScript, HTML/CSS (sass/scss/...), SQL, Python, TypeScript",spletni razvijalec/ka (back-end),več kot 10 let,8 - 9 let,moški,31-40,koroška regija
10/3/2024 11:58:49,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,40000€ - 44999€,Slovenija,Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, SQL, PHP",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/3/2024 12:14:45,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),6500€ - 6999€,15000€ - 19999€,"tujina, Evropska unija",Slovenija,5 - 6 let,"da, za polni delovni čas",ne,da,2 - 4,500€ - 999€,55 - 70,Slovenija,Slovenija,"Java, Python, Kotlin",razvijalec/ka mobilnih aplikacij (Android),več kot 10 let,9 - 10 let,moški,31-40,osrednjeslovenska regija
10/3/2024 12:16:50,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,45000€ - 49999€,"tujina, drugo","tujina, Evropska unija",3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,Python,drugo,manj kot 1 leto,manj kot 1 leto,ženska,41-50,osrednjeslovenska regija
10/3/2024 12:25:22,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,Slovenija,Slovenija,manj kot 1 leto,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python, Kotlin, Bash, PowerShell",DevOps,6 - 7 let,manj kot 1 leto,moški,19-25,osrednjeslovenska regija
10/3/2024 12:35:28,delo opravljam prek s. p.,,,,,,,,,,,,,1,6000€ - 6499€,100%,"tujina, ZDA","tujina, ZDA",,produktni/projektni vodja (PM),,,moški,26-30,osrednjeslovenska regija
10/3/2024 13:00:15,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,6500€ - 6999€,85 - 99%,"tujina, drugo","tujina, drugo","JavaScript, HTML/CSS (sass/scss/...), SQL, Ruby, Scala",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,moški,41-50,gorenjska regija
10/3/2024 13:14:46,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,40000€ - 44999€,"tujina, Evropska unija",Slovenija,4 - 5 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python",razvijalec/ka namiznih aplikacij,5 - 6 let,4 - 5 let,ženska,26-30,posavska regija
10/3/2024 13:16:33,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 5000€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,,svetovalec/ka za specifično tehnologijo,manj kot 1 leto,manj kot 1 leto,moški,31-40,osrednjeslovenska regija
10/3/2024 13:50:09,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 5000€,Slovenija,Slovenija,3 - 4 leta,"da, za polni delovni čas",da,da,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python",spletni razvijalec/ka (full-stack),9 - 10 let,4 - 5 let,ženska,26-30,osrednjeslovenska regija
10/3/2024 14:00:14,dijak/študent (delo opravljam prek študentske napotnice),"10,00€ - 10,99€",med 20 - 40 ur,,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, PHP, C, Bash",spletni razvijalec/ka (full-stack),3 - 4 leta,1 - 2 leti,moški,19-25,osrednjeslovenska regija
10/3/2024 14:20:39,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,5000€ - 9999€,"tujina, drugo","tujina, drugo",7 - 8 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"Java, Kotlin",razvijalec/ka mobilnih aplikacij (Android),več kot 10 let,7 - 8 let,moški,26-30,savinjska regija
10/3/2024 14:35:59,delo opravljam prek s. p.,,,,,,,,,,,,,1,več kot 10000€,100%,"tujina, Evropska unija","tujina, Evropska unija",,svetovalec/ka za specifično tehnologijo,več kot 10 let,več kot 10 let,moški,41-50,gorenjska regija
10/3/2024 15:18:57,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,40000€ - 44999€,"tujina, Evropska unija",Slovenija,5 - 6 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,Python,sistemski integrator/ka,2 - 3 leta,2 - 3 leta,moški,31-40,osrednjeslovenska regija
10/3/2024 15:28:45,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,"tujina, Evropska unija",Slovenija,manj kot 1 leto,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"SQL, C#, Python, PHP, C++",razvijalec/ka namiznih aplikacij,več kot 10 let,več kot 10 let,moški,41-50,pomurska regija
10/3/2024 15:37:55,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,pod 5000€,Slovenija,Slovenija,manj kot 1 leto,"ne, delodajalec ne omogoča dela na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP, TypeScript",razvijalec/ka namiznih aplikacij,4 - 5 let,2 - 3 leta,moški,26-30,savinjska regija
10/3/2024 15:42:10,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,Slovenija,Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Smalltalk",spletni razvijalec/ka (back-end),več kot 10 let,9 - 10 let,moški,31-40,podravska regija
10/3/2024 15:44:04,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),"1253,91€ - 1499€",pod 5000€,Slovenija,Slovenija,1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, Java, C#, C++, Objective-C, Smalltalk",spletni razvijalec/ka (back-end),4 - 5 let,1 - 2 leti,ženska,19-25,podravska regija
10/3/2024 16:12:14,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,več kot 10000€,70 - 84,"tujina, ZDA","tujina, ZDA","JavaScript, Python, TypeScript",vodja ekipe (team lead),več kot 10 let,več kot 10 let,moški,26-30,osrednjeslovenska regija
